Date,Heure,S2STemp,S2SHR
19/03/2019,10:09:01,20.9,44.3
19/03/2019,11:09:01,22.6,34.5
19/03/2019,12:09:01,24.2,30.9
19/03/2019,13:09:01,20.5,35.8
19/03/2019,14:09:01,26.7,25.6
19/03/2019,15:09:01,23.6,29.9
19/03/2019,16:09:01,21.2,33.7
19/03/2019,17:09:01,14.7,47.4
19/03/2019,18:09:01,13,52.4
19/03/2019,19:09:01,11.4,58.4
19/03/2019,20:09:01,10.6,61.8
19/03/2019,21:09:01,10.2,65.2
19/03/2019,22:09:01,9.6,68.1
19/03/2019,23:09:01,10,68.6
20/03/2019,00:09:01,9.7,69.2
20/03/2019,01:09:01,9,70.6
20/03/2019,02:09:01,8.8,72.7
20/03/2019,03:09:01,8.5,73.2
20/03/2019,04:09:01,8.2,71.2
20/03/2019,05:09:01,7.8,73.7
20/03/2019,06:09:01,7.2,77.1
20/03/2019,07:09:01,7.2,80.2
20/03/2019,08:09:01,6.8,84.5
20/03/2019,09:09:01,21.6,44
20/03/2019,10:09:01,24.6,36.3
20/03/2019,11:09:01,28.6,31.1
20/03/2019,12:09:01,25.1,32.4
20/03/2019,13:09:01,24.8,35.2
20/03/2019,14:09:01,18.2,48.7
20/03/2019,15:09:01,17.6,47.6
20/03/2019,16:09:01,16.8,50.1
20/03/2019,17:09:01,16.7,48.5
20/03/2019,18:09:01,14.5,58.2
20/03/2019,19:09:01,12.9,66.3
20/03/2019,20:09:01,11.9,73.2
20/03/2019,21:09:01,11.2,75.5
20/03/2019,22:09:01,10.2,78.4
20/03/2019,23:09:01,9.3,81.3
21/03/2019,00:09:01,8.8,83.3
21/03/2019,01:09:01,8.3,84.8
21/03/2019,02:09:01,7.5,87
21/03/2019,03:09:01,7.3,87.8
21/03/2019,04:09:01,7,89.2
21/03/2019,05:09:01,6.5,89.8
21/03/2019,06:09:01,5.8,93.1
21/03/2019,07:09:01,10.2,79.3
21/03/2019,08:09:01,17.1,60
21/03/2019,09:09:01,23.4,43.8
21/03/2019,10:09:01,25.9,37.3
21/03/2019,11:09:01,26.1,29.9
21/03/2019,12:09:01,26.2,29.3
21/03/2019,13:09:01,26.3,27.1
21/03/2019,14:09:01,26.1,27.6
21/03/2019,15:09:01,25.7,27.4
21/03/2019,16:09:01,25.9,28.6
21/03/2019,17:09:01,20.4,36
21/03/2019,18:09:01,17.8,44.8
21/03/2019,19:09:01,16,56.4
21/03/2019,20:09:01,14.4,69.9
21/03/2019,21:09:01,13.7,73
21/03/2019,22:09:01,12.4,75.5
21/03/2019,23:09:01,11.6,78.6
22/03/2019,00:09:01,10.9,82.1
22/03/2019,01:09:01,9.5,86.8
22/03/2019,02:09:01,8.7,86.4
22/03/2019,03:09:01,8.2,87.3
22/03/2019,04:09:01,6.8,90.3
22/03/2019,05:09:01,6.8,88.8
22/03/2019,06:09:01,5.8,91
22/03/2019,07:09:01,9.2,78.4
22/03/2019,08:09:01,16.7,54.3
22/03/2019,09:09:01,21.6,39.2
22/03/2019,10:09:01,21.6,39.2
22/03/2019,11:09:01,30.3,26.1
22/03/2019,12:09:01,29.6,25.9
22/03/2019,13:09:01,27.8,24.6
22/03/2019,14:09:01,31.1,21.7
22/03/2019,15:09:01,28.8,24.6
22/03/2019,16:09:01,29,23.9
22/03/2019,17:09:01,19.4,36
22/03/2019,18:09:01,17.9,41.6
22/03/2019,19:09:01,16.2,47
22/03/2019,20:09:01,14.7,52.5
22/03/2019,21:09:01,14.4,53.7
22/03/2019,22:09:01,13.3,55.5
22/03/2019,23:09:01,12,59.9
23/03/2019,00:09:01,10.5,65.2
23/03/2019,01:09:01,10.7,65.2
23/03/2019,02:09:01,9.8,70.3
23/03/2019,03:09:01,8.9,75.7
23/03/2019,04:09:01,8,79.7
23/03/2019,05:09:01,7.5,94
23/03/2019,06:09:01,8.2,95.4
23/03/2019,07:09:01,8.2,94.5
23/03/2019,08:09:01,8.4,95.7
23/03/2019,09:09:01,8.9,91.7
23/03/2019,10:09:01,9.8,87.4
23/03/2019,11:09:01,10.2,86.8
23/03/2019,12:09:01,20,60.3
23/03/2019,13:09:01,17,61.2
23/03/2019,14:09:01,16.1,63.1
23/03/2019,15:09:01,15.9,61.5
23/03/2019,16:09:01,18.4,54.5
23/03/2019,17:09:01,15.9,57
23/03/2019,18:09:01,13.4,66.2
23/03/2019,19:09:01,11.9,73.3
23/03/2019,20:09:01,10.5,78.8
23/03/2019,21:09:01,9.2,82.2
23/03/2019,22:09:01,8.4,84.6
23/03/2019,23:09:01,8.2,85.4
24/03/2019,00:09:01,7.5,88.2
24/03/2019,01:09:01,7,90.9
24/03/2019,02:09:01,6.5,93.2
24/03/2019,03:09:01,6,97.5
24/03/2019,04:09:01,5.5,98
24/03/2019,05:09:01,5.5,97.9
24/03/2019,06:09:01,5,99.5
24/03/2019,07:09:01,5.7,98.1
24/03/2019,08:09:01,7.3,91.7
24/03/2019,09:09:01,16.2,66.8
24/03/2019,10:09:01,19.8,52.4
24/03/2019,11:09:01,20.3,49.3
24/03/2019,12:09:01,19.1,53.6
24/03/2019,13:09:01,14.2,68.5
24/03/2019,14:09:01,18.9,55.1
24/03/2019,15:09:01,18.6,53.3
24/03/2019,16:09:01,14.3,65
24/03/2019,17:09:01,15.2,57.9
24/03/2019,18:09:01,12.8,63.7
24/03/2019,19:09:01,10.9,70.8
24/03/2019,20:09:01,9.8,70.1
24/03/2019,21:09:01,9,65.6
24/03/2019,22:09:01,8.2,66.8
24/03/2019,23:09:01,7.8,67.8
25/03/2019,00:09:01,7.1,71.3
25/03/2019,01:09:01,6.3,74.3
25/03/2019,02:09:01,5.8,76.5
25/03/2019,03:09:01,5.3,80.1
25/03/2019,04:09:01,5,83
25/03/2019,05:09:01,4.3,88.5
25/03/2019,06:09:01,4,90.5
25/03/2019,07:09:01,8.2,79.3
25/03/2019,08:09:01,7.4,77.1
25/03/2019,09:09:01,11.4,71.2
25/03/2019,10:09:01,15.6,53
25/03/2019,11:09:01,21.1,37.4
25/03/2019,12:09:01,19.2,38.6
25/03/2019,13:09:01,19.1,35.8
25/03/2019,14:09:01,22.2,30.3
25/03/2019,15:09:01,20.1,31.6
25/03/2019,16:09:01,17.1,37.9
25/03/2019,17:09:01,12.9,49.4
25/03/2019,18:09:01,11.9,55.8
25/03/2019,19:09:01,10.2,63.7
25/03/2019,20:09:01,9.2,69.8
25/03/2019,21:09:01,8.2,76.2
25/03/2019,22:09:01,7.8,79.9
25/03/2019,23:09:01,7.7,82.5
26/03/2019,00:09:01,7.3,84.1
26/03/2019,01:09:01,6.5,84.4
26/03/2019,02:09:01,6.4,87.5
26/03/2019,03:09:01,6,86.9
26/03/2019,04:09:01,6.3,84.9
26/03/2019,05:09:01,6.5,85.2
26/03/2019,06:09:01,6.6,81.4
26/03/2019,07:09:01,6.8,78.4
26/03/2019,08:09:01,8.1,72.6
26/03/2019,09:09:01,9.6,64.9
26/03/2019,10:09:01,11.7,55.2
26/03/2019,11:09:01,19.4,38.9
26/03/2019,12:09:01,22.1,32.7
26/03/2019,13:09:01,23.4,31.6
26/03/2019,14:09:01,22.1,30.6
26/03/2019,15:09:01,18.9,35.5
26/03/2019,16:09:01,15.5,44.1
26/03/2019,17:09:01,14.8,44.9
26/03/2019,18:09:01,12.5,51.7
26/03/2019,19:09:01,11.5,57.3
26/03/2019,20:09:01,11.2,61.4
26/03/2019,21:09:01,10.6,63.7
26/03/2019,22:09:01,10.5,65
26/03/2019,23:09:01,10,68.2
27/03/2019,00:09:01,9.3,74
27/03/2019,01:09:01,8.8,77.9
27/03/2019,02:09:01,8.5,79.7
27/03/2019,03:09:01,8.1,81
27/03/2019,04:09:01,7.4,82.1
27/03/2019,05:09:01,6.2,86.1
27/03/2019,06:09:01,5.7,87.8
27/03/2019,07:09:01,6.6,84.8
27/03/2019,08:09:01,8.6,76.4
27/03/2019,09:09:01,19.9,47.7
27/03/2019,10:09:01,21.7,39.2
27/03/2019,11:09:01,22.4,34.2
27/03/2019,12:09:01,20.7,32.7
27/03/2019,13:09:01,18.7,39
27/03/2019,14:09:01,17.2,40.5
27/03/2019,15:09:01,22.1,34.2
27/03/2019,16:09:01,19.8,36.1
27/03/2019,17:09:01,16.1,45.1
27/03/2019,18:09:01,14.4,50.4
27/03/2019,19:09:01,12.8,54.3
27/03/2019,20:09:01,11.2,62.1
27/03/2019,21:09:01,9.7,67.6
27/03/2019,22:09:01,8.8,70.1
27/03/2019,23:09:01,8.1,73.2
28/03/2019,00:09:01,8,73.6
28/03/2019,01:09:01,7.5,76.2
28/03/2019,02:09:01,7.1,77.6
28/03/2019,03:09:01,6.8,79.3
28/03/2019,04:09:01,5.8,83.6
28/03/2019,05:09:01,5.3,85
28/03/2019,06:09:01,4.8,87.5
28/03/2019,07:09:01,8.1,76.6
28/03/2019,08:09:01,15.2,55.7
28/03/2019,09:09:01,15.6,50.5
28/03/2019,10:09:01,19.6,44.6
28/03/2019,11:09:01,23,39
28/03/2019,12:09:01,23.6,33.2
28/03/2019,13:09:01,25.2,30.8
28/03/2019,14:09:01,25.1,33.1
28/03/2019,15:09:01,25.4,30.9
28/03/2019,16:09:01,24.2,31.4
28/03/2019,17:09:01,18.4,42.7
28/03/2019,18:09:01,17.1,46.2
28/03/2019,19:09:01,14.9,55.5
28/03/2019,20:09:01,13.1,64.6
28/03/2019,21:09:01,11.9,69.8
28/03/2019,22:09:01,10.9,73.3
28/03/2019,23:09:01,10.4,74.6
29/03/2019,00:09:01,10.1,75.4
29/03/2019,01:09:01,9.7,76.6
29/03/2019,02:09:01,8.3,80.6
29/03/2019,03:09:01,8,82.1
29/03/2019,04:09:01,7.3,84.9
29/03/2019,05:09:01,7,84.6
29/03/2019,06:09:01,6.7,85.2
29/03/2019,07:09:01,12.6,67.5
29/03/2019,08:09:01,20.1,50.2
29/03/2019,09:09:01,19.4,51.6
29/03/2019,10:09:01,19.7,50.2
29/03/2019,11:09:01,26.3,37.1
29/03/2019,12:09:01,26.4,35.7
29/03/2019,13:09:01,25.7,33.7
29/03/2019,14:09:01,22.8,37.3
29/03/2019,15:09:01,22.1,39.4
29/03/2019,16:09:01,22.5,37.6
29/03/2019,17:09:01,19.1,42.4
29/03/2019,18:09:01,17.7,45.2
29/03/2019,19:09:01,16.2,51.4
29/03/2019,20:09:01,15.1,54.3
29/03/2019,21:09:01,13.9,59.4
29/03/2019,22:09:01,12.2,66.5
29/03/2019,23:09:01,11,70.5
30/03/2019,00:09:01,10.5,70.3
30/03/2019,01:09:01,9.8,71.8
30/03/2019,02:09:01,9.2,73.3
30/03/2019,03:09:01,8.1,76.8
30/03/2019,04:09:01,7.9,77.7
30/03/2019,05:09:01,7.2,79.8
30/03/2019,06:09:01,7.2,79.3
30/03/2019,07:09:01,9.5,73.6
30/03/2019,08:09:01,15.1,59.1
30/03/2019,09:09:01,20.7,46.3
30/03/2019,10:09:01,22.7,42.7
30/03/2019,11:09:01,26.1,34.2
30/03/2019,12:09:01,27.5,31.7
30/03/2019,13:09:01,27.2,27.4
30/03/2019,14:09:01,27.2,22.4
30/03/2019,15:09:01,26.5,23.1
30/03/2019,16:09:01,22.6,30.1
30/03/2019,17:09:01,20.9,34
30/03/2019,18:09:01,20,36.8
30/03/2019,19:09:01,18.1,42.7
30/03/2019,20:09:01,17.1,43.8
30/03/2019,21:09:01,15.2,53.3
30/03/2019,22:09:01,14.7,56.6
30/03/2019,23:09:01,13.1,62.2
31/03/2019,00:09:01,12.7,64.9
31/03/2019,02:09:01,11.3,69.2
31/03/2019,03:09:01,11.1,70.1
31/03/2019,04:09:01,10.3,74
31/03/2019,05:09:01,9.3,74.8
31/03/2019,06:09:01,8.9,75.7
31/03/2019,07:09:01,7.5,80.8
31/03/2019,08:09:01,13.7,62.8
31/03/2019,09:09:01,20.1,47.1
31/03/2019,10:09:01,25.9,37.1
31/03/2019,11:09:01,28.1,30.1
31/03/2019,12:09:01,31.3,25.9
31/03/2019,13:09:01,32.7,23.9
31/03/2019,14:09:01,32.4,23.4
31/03/2019,15:09:01,33.1,21.2
31/03/2019,16:09:01,32.9,20.5
31/03/2019,17:09:01,25.9,26.1
31/03/2019,18:09:01,24.2,27.1
31/03/2019,19:09:01,22.2,30.9
31/03/2019,20:09:01,17.9,59.4
31/03/2019,21:09:01,15.7,66.5
31/03/2019,22:09:01,15.4,65.2
31/03/2019,23:09:01,14.4,67.5
01/04/2019,00:09:01,13.1,69.8
01/04/2019,01:09:01,12.7,69.1
01/04/2019,02:09:01,12,71.9
01/04/2019,03:09:01,11.2,74.7
01/04/2019,04:09:01,10.5,78.3
01/04/2019,05:09:01,9.9,79.7
01/04/2019,06:09:01,9.2,82.2
01/04/2019,07:09:01,8.7,83.3
01/04/2019,08:09:01,13.6,67.9
01/04/2019,09:09:01,18.1,54
01/04/2019,10:09:01,19.4,51
01/04/2019,11:09:01,25,40.2
01/04/2019,12:09:01,27.4,34.8
01/04/2019,13:09:01,29.2,31.6
01/04/2019,14:09:01,28.3,32.4
01/04/2019,15:09:01,29.4,28.9
01/04/2019,16:09:01,28.6,29.9
01/04/2019,17:09:01,27.9,26.9
01/04/2019,18:09:01,21.8,35.7
01/04/2019,19:09:01,20.2,38.7
01/04/2019,20:09:01,18.4,42.2
01/04/2019,21:09:01,17.2,45.7
01/04/2019,22:09:01,15.6,50.7
01/04/2019,23:09:01,15.1,51.4
02/04/2019,00:09:01,14.2,51.1
02/04/2019,01:09:01,13.3,54.8
02/04/2019,02:09:01,12,62.4
02/04/2019,03:09:01,12.1,64.2
02/04/2019,04:09:01,11.3,69.3
02/04/2019,05:09:01,11,72.7
02/04/2019,06:09:01,11.4,72.9
02/04/2019,07:09:01,11.8,72.6
02/04/2019,08:09:01,12.9,70.8
02/04/2019,09:09:01,10.6,90.7
02/04/2019,10:09:01,11.2,91.7
02/04/2019,11:09:01,12.7,85.2
02/04/2019,12:09:01,14.5,78.6
02/04/2019,13:09:01,16.4,64.4
02/04/2019,14:09:01,16.4,60.6
02/04/2019,15:09:01,21.4,46.3
02/04/2019,16:09:01,17.9,53.4
02/04/2019,17:09:01,12.2,84.5
02/04/2019,18:09:01,14.9,64
02/04/2019,19:09:01,13,68.8
02/04/2019,20:09:01,9.7,83.7
02/04/2019,21:09:01,9,88.6
02/04/2019,22:09:01,8.7,85.2
02/04/2019,23:09:01,8.3,86.4
03/04/2019,00:09:01,8,88.1
03/04/2019,01:09:01,8,79.3
03/04/2019,02:09:01,7.5,81.3
03/04/2019,03:09:01,7,85.4
03/04/2019,04:09:01,6.6,92.2
03/04/2019,05:09:01,6.3,92.2
03/04/2019,06:09:01,6,92.1
03/04/2019,07:09:01,5.8,92.2
03/04/2019,08:09:01,6.3,90
03/04/2019,09:09:01,8.7,81.4
03/04/2019,10:09:01,7.8,80.6
03/04/2019,11:09:01,15.3,57.6
03/04/2019,12:09:01,11.1,61.1
03/04/2019,13:09:01,14,48.7
03/04/2019,14:09:01,13,50.1
03/04/2019,15:09:01,12.9,47.9
03/04/2019,16:09:01,15,53.9
03/04/2019,17:09:01,13.7,62.1
03/04/2019,18:09:01,11.1,68.2
03/04/2019,19:09:01,9.4,70.6
03/04/2019,20:09:01,7.3,82.2
03/04/2019,21:09:01,6.4,88.2
03/04/2019,22:09:01,5,101.8
03/04/2019,23:09:01,4.3,101.8
04/04/2019,00:09:01,4,101.9
04/04/2019,01:09:01,4.1,101.5
04/04/2019,02:09:01,3.8,101.5
04/04/2019,03:09:01,3.9,101.3
04/04/2019,04:09:01,3.2,102.5
04/04/2019,05:09:01,2.6,105.4
04/04/2019,06:09:01,3.3,102.9
04/04/2019,07:09:01,3.2,103.2
04/04/2019,08:09:01,3.9,101.1
04/04/2019,09:09:01,8.4,85.3
04/04/2019,10:09:01,20.6,48.2
04/04/2019,11:09:01,22.9,40.2
04/04/2019,12:09:01,24.1,33.5
04/04/2019,13:09:01,12.9,57.3
04/04/2019,14:09:01,12.5,55.4
04/04/2019,15:09:01,12.9,54.3
04/04/2019,16:09:01,12.4,54.6
04/04/2019,17:09:01,12,50.4
04/04/2019,18:09:01,10.6,56
04/04/2019,19:09:01,10.2,60.8
04/04/2019,20:09:01,9,67.3
04/04/2019,21:09:01,7.9,71.3
04/04/2019,22:09:01,7,76.5
04/04/2019,23:09:01,6.3,77.9
05/04/2019,00:09:01,6,80.8
05/04/2019,01:09:01,5.3,85.4
05/04/2019,02:09:01,4.4,88.5
05/04/2019,03:09:01,4.4,86.8
05/04/2019,04:09:01,3.1,92.6
05/04/2019,05:09:01,2.8,94.5
05/04/2019,06:09:01,2.1,98.6
05/04/2019,07:09:01,1.9,98.2
05/04/2019,08:09:01,8.3,77.1
05/04/2019,09:09:01,13.9,60
05/04/2019,10:09:01,12.1,64.2
05/04/2019,11:09:01,14.6,56
05/04/2019,12:09:01,17.9,45.1
05/04/2019,13:09:01,17,44.9
05/04/2019,14:09:01,17,42.2
05/04/2019,15:09:01,16.5,42.1
05/04/2019,16:09:01,17.2,42.4
05/04/2019,17:09:01,17.2,41.1
05/04/2019,18:09:01,14.7,46.3
05/04/2019,19:09:01,13.9,52.2
05/04/2019,20:09:01,11.9,59.3
05/04/2019,21:09:01,10.9,65
05/04/2019,22:09:01,9.8,71.3
05/04/2019,23:09:01,8.9,76.4
06/04/2019,00:09:01,8.5,78.4
06/04/2019,01:09:01,7.7,81.3
06/04/2019,02:09:01,7,84.8
06/04/2019,03:09:01,6.4,88.1
06/04/2019,04:09:01,5.9,90.7
06/04/2019,05:09:01,5.3,93.2
06/04/2019,06:09:01,5.2,93.1
06/04/2019,07:09:01,4.9,93.6
06/04/2019,08:09:01,7.9,84.6
06/04/2019,09:09:01,11.5,75.1
06/04/2019,10:09:01,15.4,64.2
06/04/2019,11:09:01,20.6,48
06/04/2019,12:09:01,17.6,49.9
06/04/2019,13:09:01,19.1,46.8
06/04/2019,14:09:01,17.9,52.2
06/04/2019,15:09:01,18.9,51
06/04/2019,16:09:01,18.5,49.4
06/04/2019,17:09:01,19.9,47.9
06/04/2019,18:09:01,17.5,54.8
06/04/2019,19:09:01,16,56.9
06/04/2019,20:09:01,14.9,60.8
06/04/2019,21:09:01,13.8,63.1
06/04/2019,22:09:01,12.5,68.9
06/04/2019,23:09:01,11.8,72.3
07/04/2019,00:09:01,10.9,77.9
07/04/2019,01:09:01,10.4,79.5
07/04/2019,02:09:01,9.7,82.2
07/04/2019,03:09:01,8.8,85
07/04/2019,04:09:01,8.5,86.6
07/04/2019,05:09:01,7.4,89.6
07/04/2019,06:09:01,8.5,85.3
07/04/2019,07:09:01,8.7,85.2
07/04/2019,08:09:01,9.4,81.8
07/04/2019,09:09:01,11.2,75.8
07/04/2019,10:09:01,15.6,62.4
07/04/2019,11:09:01,18.3,55.2
07/04/2019,12:09:01,18.2,55.4
07/04/2019,13:09:01,21.7,47.1
07/04/2019,14:09:01,22.5,43.8
07/04/2019,15:09:01,23.7,41.1
07/04/2019,16:09:01,20.3,46.8
07/04/2019,17:09:01,18.9,49.3
07/04/2019,18:09:01,18.1,48.7
07/04/2019,19:09:01,16.6,54
07/04/2019,20:09:01,15.3,62.1
07/04/2019,21:09:01,14.5,66.6
07/04/2019,22:09:01,13.9,73.3
07/04/2019,23:09:01,13,79.4
08/04/2019,00:09:01,12.5,81.7
08/04/2019,01:09:01,11.7,85.8
08/04/2019,02:09:01,11.2,87.2
08/04/2019,03:09:01,10.7,89.1
08/04/2019,04:09:01,10.2,90.8
08/04/2019,05:09:01,9.9,93.3
08/04/2019,06:09:01,9.7,94.9
08/04/2019,07:09:01,9.9,93.7
08/04/2019,08:09:01,9.8,93.6
08/04/2019,09:09:01,11.4,87.2
08/04/2019,10:09:01,11.7,86
08/04/2019,11:09:01,13.1,80.5
08/04/2019,12:09:01,13.5,77.3
08/04/2019,13:09:01,19.2,60.9
08/04/2019,14:09:01,14.3,75
08/04/2019,15:09:01,14.4,79.4
08/04/2019,16:09:01,17.1,67.3
08/04/2019,17:09:01,19.1,59.3
08/04/2019,18:09:01,15.5,72.2
08/04/2019,19:09:01,14.4,75.3
08/04/2019,20:09:01,13.3,78.8
08/04/2019,21:09:01,13.1,79.5
08/04/2019,22:09:01,12.5,84
08/04/2019,23:09:01,12.2,86
09/04/2019,00:09:01,12.3,86
09/04/2019,01:09:01,12,88.6
09/04/2019,02:09:01,11.8,89.6
09/04/2019,03:09:01,11.4,92.2
09/04/2019,04:09:01,11.5,90.9
09/04/2019,05:09:01,11,93.9
09/04/2019,06:09:01,10.8,95.2
09/04/2019,07:09:01,10.9,94.2
09/04/2019,08:09:01,11,94.2
09/04/2019,09:09:01,12.2,89.4
09/04/2019,10:09:01,11.5,92.3
09/04/2019,11:09:01,12.5,90.9
09/04/2019,12:09:01,13.9,80.6
09/04/2019,13:09:01,19.6,64
09/04/2019,14:09:01,18.1,63.4
09/04/2019,15:09:01,21.3,52
09/04/2019,16:09:01,18.1,58.7
09/04/2019,17:09:01,16.8,64.4
09/04/2019,18:09:01,16.5,66.2
09/04/2019,19:09:01,15.5,71.1
09/04/2019,20:09:01,13,83
09/04/2019,21:09:01,12.4,87.5
09/04/2019,22:09:01,12.2,89.2
09/04/2019,23:09:01,12,92.7
10/04/2019,00:09:01,11.6,93.6
10/04/2019,01:09:01,11.2,94.5
10/04/2019,02:09:01,11.2,94.2
10/04/2019,03:09:01,10.9,94.7
10/04/2019,04:09:01,10.4,96.2
10/04/2019,05:09:01,10.5,95.7
10/04/2019,06:09:01,10.7,95.9
10/04/2019,07:09:01,10.8,97.1
10/04/2019,08:09:01,11.4,94.2
10/04/2019,09:09:01,12,92.6
10/04/2019,10:09:01,12,93.5
10/04/2019,11:09:01,13.5,88.7
10/04/2019,12:09:01,13.2,87.7
10/04/2019,13:09:01,12.9,87.7
10/04/2019,14:09:01,14.5,81.7
10/04/2019,15:09:01,13.6,83.7
10/04/2019,16:09:01,13.7,82.2
10/04/2019,17:09:01,15,75
10/04/2019,18:09:01,14.7,71.3
10/04/2019,19:09:01,13.8,72.7
10/04/2019,20:09:01,12.7,75
10/04/2019,21:09:01,11,70.8
10/04/2019,22:09:01,10.9,70.2
10/04/2019,23:09:01,10,70.8
11/04/2019,00:09:01,8.8,76.1
11/04/2019,01:09:01,8,76.1
11/04/2019,02:09:01,7.4,78.6
11/04/2019,03:09:01,6.7,80.6
11/04/2019,04:09:01,6,81.4
11/04/2019,05:09:01,5.4,83.4
11/04/2019,06:09:01,4.6,85
11/04/2019,07:09:01,4.3,85.3
11/04/2019,08:09:01,10.2,64.9
11/04/2019,09:09:01,16.9,49.3
11/04/2019,10:09:01,20.1,44.9
11/04/2019,11:09:01,20.7,35.5
11/04/2019,12:09:01,24,30.1
11/04/2019,13:09:01,23.1,29.1
11/04/2019,14:09:01,23.6,29.4
11/04/2019,15:09:01,23.9,27.3
11/04/2019,16:09:01,23.7,27.8
11/04/2019,17:09:01,23.2,28.6
11/04/2019,18:09:01,16.6,38.9
11/04/2019,19:09:01,14.9,44.4
11/04/2019,20:09:01,12.1,49.9
11/04/2019,21:09:01,10.5,55.7
11/04/2019,22:09:01,9.4,60.5
11/04/2019,23:09:01,8.6,62.2
12/04/2019,00:09:01,8.2,64
12/04/2019,01:09:01,7.8,65
12/04/2019,02:09:01,6.8,67.8
12/04/2019,03:09:01,6.3,69.8
12/04/2019,04:09:01,5.5,73.3
12/04/2019,05:09:01,4.7,76.2
12/04/2019,06:09:01,4,77.9
12/04/2019,07:09:01,3.5,79.9
12/04/2019,08:09:01,10.8,57.3
12/04/2019,09:09:01,15.9,46.3
12/04/2019,10:09:01,17.4,41.4
12/04/2019,11:09:01,19.7,34.7
12/04/2019,12:09:01,21.5,29.9
12/04/2019,13:09:01,23,26.8
12/04/2019,14:09:01,20.1,28.9
12/04/2019,15:09:01,18.5,33.1
12/04/2019,16:09:01,15.4,34.8
12/04/2019,17:09:01,14.1,38.4
12/04/2019,18:09:01,12.1,41
12/04/2019,19:09:01,11.2,41.9
12/04/2019,20:09:01,9.2,47.6
12/04/2019,21:09:01,8.1,50.8
12/04/2019,22:09:01,7.2,55.4
12/04/2019,23:09:01,6.3,59
13/04/2019,00:09:01,5.6,62.7
13/04/2019,01:09:01,5.2,65.2
13/04/2019,02:09:01,4.4,68.5
13/04/2019,03:09:01,3.3,73.6
13/04/2019,04:09:01,2.5,77.2
13/04/2019,05:09:01,2.3,78.8
13/04/2019,06:09:01,1.9,81.2
13/04/2019,07:09:01,1.6,82.6
13/04/2019,08:09:01,3.1,77.3
13/04/2019,09:09:01,12.5,52.8
13/04/2019,10:09:01,16.5,41.8
13/04/2019,11:09:01,16.9,37.9
13/04/2019,12:09:01,16.1,37.4
13/04/2019,13:09:01,16.6,29.4
13/04/2019,14:09:01,18.9,29.8
13/04/2019,15:09:01,19.6,24.8
13/04/2019,16:09:01,17.7,28.8
13/04/2019,17:09:01,11.9,31.4
13/04/2019,18:09:01,11.2,33.4
13/04/2019,19:09:01,10.3,34.5
13/04/2019,20:09:01,8.3,41.9
13/04/2019,21:09:01,6.9,50.4
13/04/2019,22:09:01,5.9,56.9
13/04/2019,23:09:01,5.5,60.5
14/04/2019,00:09:01,4.8,62.7
14/04/2019,01:09:01,4.1,65.9
14/04/2019,02:09:01,3.4,69.9
14/04/2019,03:09:01,2.7,72.6
14/04/2019,04:09:01,2.6,74.3
14/04/2019,05:09:01,2.1,77.6
14/04/2019,06:09:01,1.8,79.5
14/04/2019,07:09:01,1.8,81.3
14/04/2019,08:09:01,8.3,62.1
14/04/2019,09:09:01,10.2,56.1
14/04/2019,10:09:01,15.4,45.4
14/04/2019,11:09:01,17.7,39.8
14/04/2019,12:09:01,14.9,39.8
14/04/2019,13:09:01,18,32.7
14/04/2019,14:09:01,12.7,42.4
14/04/2019,15:09:01,11.4,50.2
14/04/2019,16:09:01,11.3,50.7
14/04/2019,17:09:01,17.1,34.2
14/04/2019,18:09:01,10.2,49.6
14/04/2019,19:09:01,10,48.2
14/04/2019,20:09:01,9.2,52.5
14/04/2019,21:09:01,8.2,57.3
14/04/2019,22:09:01,7.3,62
14/04/2019,23:09:01,6.8,65.5
15/04/2019,00:09:01,5.9,70.6
15/04/2019,01:09:01,5.1,73
15/04/2019,02:09:01,4.8,73.9
15/04/2019,03:09:01,4.2,75.7
15/04/2019,04:09:01,3.9,80.1
15/04/2019,05:09:01,3.6,81.8
15/04/2019,06:09:01,3,83.3
15/04/2019,07:09:01,3.4,83.4
15/04/2019,08:09:01,8,69.3
15/04/2019,09:09:01,15,50.2
15/04/2019,10:09:01,19.7,40.6
15/04/2019,11:09:01,15.4,48.4
15/04/2019,12:09:01,18.7,40.8
15/04/2019,13:09:01,21.5,35
15/04/2019,14:09:01,22.6,31.9
15/04/2019,15:09:01,20.6,37.1
15/04/2019,16:09:01,20.2,38.7
15/04/2019,17:09:01,21.1,38.7
15/04/2019,18:09:01,17.9,44.8
15/04/2019,19:09:01,17.1,48.8
15/04/2019,20:09:01,15.5,53.1
15/04/2019,21:09:01,13.7,60
15/04/2019,22:09:01,13.2,62.7
15/04/2019,23:09:01,11.5,70.6
16/04/2019,00:09:01,10.9,73.9
16/04/2019,01:09:01,10.7,75.1
16/04/2019,02:09:01,10.2,77.3
16/04/2019,03:09:01,9.7,79.3
16/04/2019,04:09:01,9.7,79.4
16/04/2019,05:09:01,8.9,81
16/04/2019,06:09:01,8.4,82.4
16/04/2019,07:09:01,7.9,86
16/04/2019,08:09:01,9.6,79.9
16/04/2019,09:09:01,16.2,56.6
16/04/2019,10:09:01,14.4,67.3
16/04/2019,11:09:01,13.2,75.5
16/04/2019,12:09:01,10.6,101.2
16/04/2019,13:09:01,11.6,101.5
16/04/2019,14:09:01,10.9,97.6
16/04/2019,15:09:01,11.5,93.6
