Date,Heure,S2STemp,S2SHR
27/03/2018,03:00:01,7.4,69.9
27/03/2018,04:00:01,7.5,69.2
27/03/2018,05:00:01,6.7,76.6
27/03/2018,06:00:01,6.9,75.4
27/03/2018,07:00:01,7.5,73.2
27/03/2018,08:00:01,7.5,77.2
27/03/2018,09:00:01,6.6,92.3
27/03/2018,10:00:01,6.1,99.3
27/03/2018,11:00:01,6.3,99.1
27/03/2018,12:00:01,6.4,99.1
27/03/2018,13:00:01,6,102.4
27/03/2018,14:00:01,6.5,105.1
27/03/2018,15:00:01,6.8,106.4
27/03/2018,16:00:01,7.4,102.4
27/03/2018,17:00:01,8.3,101.1
27/03/2018,18:00:01,9.1,98.5
27/03/2018,19:00:01,9.3,100.7
27/03/2018,20:00:01,10,98.8
27/03/2018,21:00:01,10,98.1
27/03/2018,22:00:01,9.7,93
27/03/2018,23:00:01,9.3,93.1
28/03/2018,00:00:01,8.8,86.9
28/03/2018,01:00:01,8.3,80.9
28/03/2018,02:00:01,8.3,83.8
28/03/2018,03:00:01,7.9,83.6
28/03/2018,04:00:01,7.7,86.5
28/03/2018,05:00:01,7.2,91.6
28/03/2018,06:00:01,6.8,92.7
28/03/2018,07:00:01,6.9,92.7
28/03/2018,08:00:01,7.4,92.3
28/03/2018,09:00:01,6.5,104.2
28/03/2018,10:00:01,6.5,106.5
28/03/2018,11:00:01,6.8,107.5
28/03/2018,12:00:01,8,108.5
28/03/2018,13:00:01,10.3,109.3
28/03/2018,14:00:01,11.9,104.3
28/03/2018,15:00:01,12.9,86.6
28/03/2018,16:00:01,11.5,91.4
28/03/2018,17:00:01,11.8,79.5
28/03/2018,18:00:01,9,82.8
28/03/2018,19:00:01,7.9,81.6
28/03/2018,20:00:01,7.2,82.8
28/03/2018,21:00:01,6.8,84
28/03/2018,22:00:01,6.5,87.3
28/03/2018,23:00:01,6.1,87.8
29/03/2018,00:00:01,5.1,90.9
29/03/2018,01:00:01,4.6,93.9
29/03/2018,02:00:01,4.6,92.7
29/03/2018,03:00:01,4.3,94.2
29/03/2018,04:00:01,4.4,94.2
29/03/2018,05:00:01,3.8,96.2
29/03/2018,06:00:01,3.8,96.6
29/03/2018,07:00:01,4.5,94.5
29/03/2018,08:00:01,11,70.9
29/03/2018,09:00:01,14.5,61.1
29/03/2018,10:00:01,16.2,53.6
29/03/2018,11:00:01,15.6,47
29/03/2018,12:00:01,17.5,36
29/03/2018,13:00:01,13.9,41.9
29/03/2018,14:00:01,16.9,37.9
29/03/2018,15:00:01,15.1,40.3
29/03/2018,16:00:01,14.2,38.7
29/03/2018,17:00:01,13.5,44.8
29/03/2018,18:00:01,12,46.8
29/03/2018,19:00:01,10.9,55.4
29/03/2018,20:00:01,10,59.9
29/03/2018,21:00:01,9.6,61.1
29/03/2018,22:00:01,9.4,63.1
29/03/2018,23:00:01,8.8,75.4
30/03/2018,00:00:01,8.2,82.4
30/03/2018,01:00:01,8,85.7
30/03/2018,02:00:01,7.5,85.8
30/03/2018,03:00:01,7.3,86.5
30/03/2018,04:00:01,7.1,87.8
30/03/2018,05:00:01,6,88.6
30/03/2018,06:00:01,5.3,85.8
30/03/2018,07:00:01,5.3,82.8
30/03/2018,08:00:01,5.5,80.8
30/03/2018,09:00:01,9.7,67.1
30/03/2018,10:00:01,13.2,55.4
30/03/2018,11:00:01,14,52.4
30/03/2018,12:00:01,12.5,60.6
30/03/2018,13:00:01,13.9,58.2
30/03/2018,14:00:01,13.4,56.9
30/03/2018,15:00:01,9.3,82.8
30/03/2018,16:00:01,11.4,69.5
30/03/2018,17:00:01,10.7,71.3
30/03/2018,18:00:01,6.8,99.3
30/03/2018,19:00:01,6.7,97.6
30/03/2018,20:00:01,6.5,97.5
30/03/2018,21:00:01,6.5,96.4
30/03/2018,22:00:01,5.7,98
30/03/2018,23:00:01,5.7,97.1
31/03/2018,00:00:01,5.2,99.1
31/03/2018,01:00:01,4.8,99.1
31/03/2018,02:00:01,4.6,97.7
31/03/2018,03:00:01,5,95
31/03/2018,04:00:01,4.3,96.9
31/03/2018,05:00:01,3.5,98.1
31/03/2018,06:00:01,2.6,101.7
31/03/2018,07:00:01,3.5,98
31/03/2018,08:00:01,7.5,84
31/03/2018,09:00:01,6.8,87.5
31/03/2018,10:00:01,9.1,79.4
31/03/2018,11:00:01,19.3,45.7
31/03/2018,12:00:01,18.2,39.5
31/03/2018,13:00:01,20.7,34.8
31/03/2018,14:00:01,16.8,43
31/03/2018,15:00:01,15.8,47.6
31/03/2018,16:00:01,17.3,46.3
31/03/2018,17:00:01,14.2,51
31/03/2018,18:00:01,11.4,62.2
31/03/2018,19:00:01,10.8,68.1
31/03/2018,20:00:01,10,68.8
31/03/2018,21:00:01,8.8,76.4
31/03/2018,22:00:01,8.2,77.1
31/03/2018,23:00:01,8,78
01/04/2018,00:00:01,7.7,83.6
01/04/2018,01:00:01,7.4,85.4
01/04/2018,02:00:01,7,86
01/04/2018,03:00:01,7,87
01/04/2018,04:00:01,6.9,88.8
01/04/2018,05:00:01,6.8,88.8
01/04/2018,06:00:01,6.7,89.4
01/04/2018,07:00:01,6.6,88.1
01/04/2018,08:00:01,7.2,85.7
01/04/2018,09:00:01,8.2,77.6
01/04/2018,10:00:01,12.4,57.6
01/04/2018,11:00:01,16.9,41.8
01/04/2018,12:00:01,17.6,39.8
01/04/2018,13:00:01,14,47.9
01/04/2018,14:00:01,13.3,52.4
01/04/2018,15:00:01,11,57.6
01/04/2018,16:00:01,11.7,54.6
01/04/2018,17:00:01,11.3,56.9
01/04/2018,18:00:01,10.7,59.3
01/04/2018,19:00:01,10.2,63.1
01/04/2018,20:00:01,9.2,65.3
01/04/2018,21:00:01,8.7,68.2
01/04/2018,22:00:01,8,72.5
01/04/2018,23:00:01,7,79.4
02/04/2018,00:00:01,6.8,81
02/04/2018,01:00:01,7.1,81.7
02/04/2018,02:00:01,7,82.4
02/04/2018,03:00:01,6.8,82
02/04/2018,04:00:01,6.7,82.2
02/04/2018,05:00:01,6.5,80.3
02/04/2018,06:00:01,6,84.9
02/04/2018,07:00:01,6.5,78.7
02/04/2018,08:00:01,7.8,73.2
02/04/2018,09:00:01,8.7,65.2
02/04/2018,10:00:01,10,64.2
02/04/2018,11:00:01,11.5,57.9
02/04/2018,12:00:01,11.7,59.4
02/04/2018,13:00:01,14.6,49.9
02/04/2018,14:00:01,19.4,38.6
02/04/2018,15:00:01,14.4,53.1
02/04/2018,16:00:01,14,53.4
02/04/2018,17:00:01,13.7,54.9
02/04/2018,18:00:01,13.4,61.2
02/04/2018,19:00:01,13.2,62.1
02/04/2018,20:00:01,12.8,64.9
02/04/2018,21:00:01,11.7,75.7
02/04/2018,22:00:01,11.3,78.6
02/04/2018,23:00:01,9.9,92.1
03/04/2018,00:00:01,11,85
03/04/2018,01:00:01,9.6,94.1
03/04/2018,02:00:01,10.2,95.2
03/04/2018,03:00:01,10,95.5
03/04/2018,04:00:01,10.5,90.5
03/04/2018,05:00:01,10.4,82.1
03/04/2018,06:00:01,10.9,70.3
03/04/2018,07:00:01,10.7,68.1
03/04/2018,08:00:01,11.2,69.2
03/04/2018,09:00:01,12.2,66.5
03/04/2018,10:00:01,16.7,53.3
03/04/2018,11:00:01,15.4,56.4
03/04/2018,12:00:01,14.6,58.4
03/04/2018,13:00:01,15,64
03/04/2018,14:00:01,15,66.3
03/04/2018,15:00:01,14.1,72.9
03/04/2018,16:00:01,15.2,66.5
03/04/2018,17:00:01,17.7,59.7
03/04/2018,18:00:01,15.1,68.8
03/04/2018,19:00:01,10.3,101.5
03/04/2018,20:00:01,9.8,100.9
03/04/2018,21:00:01,9.6,99.2
03/04/2018,22:00:01,9.3,96.6
03/04/2018,23:00:01,8.8,97.6
04/04/2018,00:00:01,8.2,100.2
04/04/2018,01:00:01,8.2,100
04/04/2018,02:00:01,8.3,100
04/04/2018,03:00:01,9,97.6
04/04/2018,04:00:01,9.2,97.9
04/04/2018,05:00:01,9.2,105.8
04/04/2018,06:00:01,9.2,107.6
04/04/2018,07:00:01,9.3,108.5
04/04/2018,08:00:01,9.9,106.9
04/04/2018,09:00:01,10.4,101.9
04/04/2018,10:00:01,11.1,92.1
04/04/2018,11:00:01,12.4,88.1
04/04/2018,12:00:01,12.9,83.4
04/04/2018,13:00:01,14.1,76.2
04/04/2018,14:00:01,19.1,47.7
04/04/2018,15:00:01,16.8,44
04/04/2018,16:00:01,19.3,38.9
04/04/2018,17:00:01,11,70.3
04/04/2018,18:00:01,9.5,98.4
04/04/2018,19:00:01,9.2,101.5
04/04/2018,20:00:01,8.7,99.1
04/04/2018,21:00:01,8.6,99.2
04/04/2018,22:00:01,9,98
04/04/2018,23:00:01,10,95.2
05/04/2018,00:00:01,10.5,93
05/04/2018,01:00:01,10.5,92.5
05/04/2018,02:00:01,10.2,90.9
05/04/2018,03:00:01,9.4,94.9
05/04/2018,04:00:01,9.7,92.5
05/04/2018,05:00:01,8.5,92.6
05/04/2018,06:00:01,8.5,89.9
05/04/2018,07:00:01,8.4,84.8
05/04/2018,08:00:01,13.8,57.2
05/04/2018,09:00:01,9.9,61.7
05/04/2018,10:00:01,8.8,75.1
05/04/2018,11:00:01,12.5,59.3
05/04/2018,12:00:01,15.4,43.7
05/04/2018,13:00:01,13.5,47
05/04/2018,14:00:01,13.4,60.2
05/04/2018,15:00:01,13.4,56.3
05/04/2018,16:00:01,11.6,62.8
05/04/2018,17:00:01,13.9,58.1
05/04/2018,18:00:01,11.4,59.1
05/04/2018,19:00:01,10.5,62.2
05/04/2018,20:00:01,8.7,72
05/04/2018,21:00:01,7.8,72.7
05/04/2018,22:00:01,6.9,80.2
05/04/2018,23:00:01,6.2,81.8
06/04/2018,00:00:01,6,84
06/04/2018,01:00:01,5.4,86.1
06/04/2018,02:00:01,4.9,88.7
06/04/2018,03:00:01,4,92.2
06/04/2018,04:00:01,3.8,93
06/04/2018,05:00:01,3.5,93.9
06/04/2018,06:00:01,3.1,94.6
06/04/2018,07:00:01,5.8,86.1
06/04/2018,08:00:01,9.2,72.6
06/04/2018,09:00:01,12.4,61.4
06/04/2018,10:00:01,15.5,51.4
06/04/2018,11:00:01,17.4,47
06/04/2018,12:00:01,17.5,44.1
06/04/2018,13:00:01,18.2,42.9
06/04/2018,14:00:01,20.1,41.3
06/04/2018,15:00:01,20.9,37.8
06/04/2018,16:00:01,21.2,37
06/04/2018,17:00:01,19.3,38.4
06/04/2018,18:00:01,17.9,48.5
06/04/2018,19:00:01,16.1,54.9
06/04/2018,20:00:01,14.3,62.7
06/04/2018,21:00:01,13.4,64.2
06/04/2018,22:00:01,12.6,66
06/04/2018,23:00:01,11.4,71.2
07/04/2018,00:00:01,11.2,70.6
07/04/2018,01:00:01,10.5,72.5
07/04/2018,02:00:01,10.1,73.7
07/04/2018,03:00:01,9.9,73.4
07/04/2018,04:00:01,9.9,74.6
07/04/2018,05:00:01,10.1,75.3
07/04/2018,06:00:01,9.9,76.6
07/04/2018,07:00:01,12.7,69.6
07/04/2018,08:00:01,15.9,56.7
07/04/2018,09:00:01,19,48
07/04/2018,10:00:01,22.7,37.8
07/04/2018,11:00:01,23.6,34.7
07/04/2018,12:00:01,23.1,36.3
07/04/2018,13:00:01,26.7,31.2
07/04/2018,14:00:01,26.4,31.6
07/04/2018,15:00:01,28.5,27.1
07/04/2018,16:00:01,27.2,25.8
07/04/2018,17:00:01,23.1,32.9
07/04/2018,18:00:01,21.9,37
07/04/2018,19:00:01,20.4,41.8
07/04/2018,20:00:01,19.3,45.1
07/04/2018,21:00:01,18.1,50.7
07/04/2018,22:00:01,16.7,60.9
07/04/2018,23:00:01,16.5,59
08/04/2018,00:00:01,15.4,64.6
08/04/2018,01:00:01,14.5,69.3
08/04/2018,02:00:01,14.6,65
08/04/2018,03:00:01,13.9,65.6
08/04/2018,04:00:01,13.5,65.2
08/04/2018,05:00:01,13.9,63.4
08/04/2018,06:00:01,14,63.6
08/04/2018,07:00:01,15.2,58.7
08/04/2018,08:00:01,15.1,59.7
08/04/2018,09:00:01,19.5,51
08/04/2018,10:00:01,21.9,46.2
08/04/2018,11:00:01,27.1,31.1
08/04/2018,12:00:01,29.9,28.8
08/04/2018,13:00:01,31.1,23.9
08/04/2018,14:00:01,30.3,19.9
08/04/2018,15:00:01,31.8,15.7
08/04/2018,16:00:01,30.4,17.5
08/04/2018,17:00:01,27.1,25.1
08/04/2018,18:00:01,24.1,28.6
08/04/2018,19:00:01,22.1,33.2
08/04/2018,20:00:01,19.7,43.7
08/04/2018,21:00:01,18.9,47.7
08/04/2018,22:00:01,18.2,52
08/04/2018,23:00:01,18.2,54
09/04/2018,00:00:01,17.2,60
09/04/2018,01:00:01,17.2,59.1
09/04/2018,02:00:01,16.5,62.5
09/04/2018,03:00:01,16,63
09/04/2018,04:00:01,15.5,65.8
09/04/2018,05:00:01,15.2,66.5
09/04/2018,06:00:01,15.1,68.5
09/04/2018,07:00:01,14.7,70.5
09/04/2018,08:00:01,15.2,71.9
09/04/2018,09:00:01,15.7,73.9
09/04/2018,10:00:01,18.2,66.9
09/04/2018,11:00:01,24.3,49.9
09/04/2018,12:00:01,19.3,61.5
09/04/2018,13:00:01,20.1,60.9
09/04/2018,14:00:01,20.4,60.9
09/04/2018,15:00:01,22.2,53.1
09/04/2018,16:00:01,18.2,66.3
09/04/2018,17:00:01,17.6,69.6
09/04/2018,18:00:01,15.9,78.8
09/04/2018,19:00:01,15.1,83.4
09/04/2018,20:00:01,14.1,86.2
09/04/2018,21:00:01,13.6,86
09/04/2018,22:00:01,12.9,87.4
09/04/2018,23:00:01,12.4,87.2
10/04/2018,00:00:01,12.2,87.3
10/04/2018,01:00:01,11.8,89.4
10/04/2018,02:00:01,10.8,94.4
10/04/2018,03:00:01,10.5,96.4
10/04/2018,04:00:01,11.1,91.7
10/04/2018,05:00:01,11.1,91
10/04/2018,06:00:01,11,88.6
10/04/2018,07:00:01,12.2,83.4
10/04/2018,08:00:01,15.2,71.1
10/04/2018,09:00:01,18.7,56.3
10/04/2018,10:00:01,20.2,43
10/04/2018,11:00:01,21.2,39
10/04/2018,12:00:01,21.7,33.7
10/04/2018,13:00:01,16.6,45.9
10/04/2018,14:00:01,16.8,49.3
10/04/2018,15:00:01,14.9,55.4
10/04/2018,16:00:01,14.6,56.6
10/04/2018,17:00:01,14.2,56
10/04/2018,18:00:01,13.8,57.5
10/04/2018,19:00:01,13.3,59.4
10/04/2018,20:00:01,12.2,66.5
10/04/2018,21:00:01,10.9,73.9
10/04/2018,22:00:01,10.2,75.5
10/04/2018,23:00:01,9.9,76.2
11/04/2018,00:00:01,9,79.1
11/04/2018,01:00:01,8.5,82.1
11/04/2018,02:00:01,8,82.2
11/04/2018,03:00:01,7.5,83.4
11/04/2018,04:00:01,7.2,84.4
11/04/2018,05:00:01,6.8,85.6
11/04/2018,06:00:01,6.5,87.3
11/04/2018,07:00:01,9.2,79
11/04/2018,08:00:01,15.9,56.4
11/04/2018,09:00:01,18.9,48.5
11/04/2018,10:00:01,22.9,37.6
11/04/2018,11:00:01,25.1,30.3
11/04/2018,12:00:01,29.9,24.3
11/04/2018,13:00:01,21.4,29.1
11/04/2018,14:00:01,27.4,21.2
11/04/2018,15:00:01,31.2,17.1
11/04/2018,16:00:01,25.5,25.4
11/04/2018,17:00:01,21.5,30.9
11/04/2018,18:00:01,20.1,34.7
11/04/2018,19:00:01,18.4,41
11/04/2018,20:00:01,17,46
11/04/2018,21:00:01,15.7,51.7
11/04/2018,22:00:01,14.7,54.6
11/04/2018,23:00:01,14,59.1
12/04/2018,00:00:01,12.4,68.6
12/04/2018,01:00:01,12,71.3
12/04/2018,02:00:01,11.2,73.9
12/04/2018,03:00:01,11.2,73
12/04/2018,04:00:01,11.2,74
12/04/2018,05:00:01,10.8,76.1
12/04/2018,06:00:01,10.7,77.6
12/04/2018,07:00:01,11,78
12/04/2018,08:00:01,12.2,74.8
12/04/2018,09:00:01,14,69.3
12/04/2018,10:00:01,15.9,63.3
12/04/2018,11:00:01,20.4,52.4
12/04/2018,12:00:01,17.4,59.6
12/04/2018,13:00:01,16.5,62.1
12/04/2018,14:00:01,14.2,74
12/04/2018,15:00:01,11.2,97.1
12/04/2018,16:00:01,10.9,98.2
12/04/2018,17:00:01,12,89.6
12/04/2018,18:00:01,12.8,82.1
12/04/2018,19:00:01,12,85.3
12/04/2018,20:00:01,11.4,86.2
12/04/2018,21:00:01,10.7,90
12/04/2018,22:00:01,10.3,90.7
12/04/2018,23:00:01,10.2,91
13/04/2018,00:00:01,9.9,91.6
13/04/2018,01:00:01,9.1,92.7
13/04/2018,02:00:01,8.5,93.2
13/04/2018,03:00:01,9.2,90.8
13/04/2018,04:00:01,8,93.9
13/04/2018,05:00:01,7.3,94.6
13/04/2018,06:00:01,8.2,93.2
13/04/2018,07:00:01,8.4,90.3
13/04/2018,08:00:01,16.6,62.1
13/04/2018,09:00:01,19.1,54.5
13/04/2018,10:00:01,21.1,46.6
13/04/2018,11:00:01,22.9,41.4
13/04/2018,12:00:01,25.3,34.7
13/04/2018,13:00:01,20.7,43.3
13/04/2018,14:00:01,24.4,36.1
13/04/2018,15:00:01,20.4,41.9
13/04/2018,16:00:01,20.8,42.7
13/04/2018,17:00:01,20.2,44.8
13/04/2018,18:00:01,18.6,49.6
13/04/2018,19:00:01,17.9,50.4
13/04/2018,20:00:01,16.1,60.2
13/04/2018,21:00:01,14.7,66.2
13/04/2018,22:00:01,13.9,69.8
13/04/2018,23:00:01,13.8,70.8
14/04/2018,00:00:01,13.1,74.3
14/04/2018,01:00:01,12.3,77.9
14/04/2018,02:00:01,12.1,77.7
14/04/2018,03:00:01,12,76.4
14/04/2018,04:00:01,10.8,81
14/04/2018,05:00:01,10.3,82.6
14/04/2018,06:00:01,9.3,85.3
14/04/2018,07:00:01,10.2,82.4
14/04/2018,08:00:01,11.8,77.9
14/04/2018,09:00:01,18.2,57.6
14/04/2018,10:00:01,20.4,47.1
14/04/2018,11:00:01,25.4,36.6
14/04/2018,12:00:01,21.1,44.6
14/04/2018,13:00:01,23.7,38.4
14/04/2018,14:00:01,20.7,46.3
14/04/2018,15:00:01,19,50.1
14/04/2018,16:00:01,19.1,51.9
14/04/2018,17:00:01,17.8,57.8
14/04/2018,18:00:01,17.3,59.7
14/04/2018,19:00:01,16.2,65.5
14/04/2018,20:00:01,15.1,71.8
14/04/2018,21:00:01,14.3,78.8
14/04/2018,22:00:01,13.5,87
14/04/2018,23:00:01,13.3,86.1
15/04/2018,00:00:01,13.2,85.6
15/04/2018,01:00:01,12.2,89.8
15/04/2018,02:00:01,11.4,94.2
15/04/2018,03:00:01,10.9,97.2
15/04/2018,04:00:01,10.7,96.2
15/04/2018,05:00:01,10.4,96.1
15/04/2018,06:00:01,9.6,97.6
15/04/2018,07:00:01,13.7,82.1
15/04/2018,08:00:01,17.1,67.5
15/04/2018,09:00:01,21,57.6
15/04/2018,10:00:01,20.1,59.9
15/04/2018,11:00:01,21.8,49.7
15/04/2018,12:00:01,22.2,46.5
15/04/2018,13:00:01,24.3,37.9
15/04/2018,14:00:01,24.1,33.4
15/04/2018,15:00:01,21.7,40.6
15/04/2018,16:00:01,20.2,44.8
15/04/2018,17:00:01,19.9,45.5
15/04/2018,18:00:01,18.9,48.4
15/04/2018,19:00:01,17.9,52.4
15/04/2018,20:00:01,16.9,60.6
15/04/2018,21:00:01,16.4,63.9
15/04/2018,22:00:01,15.7,67.5
15/04/2018,23:00:01,12.6,89.2
16/04/2018,00:00:01,12.7,93.3
16/04/2018,01:00:01,13.2,84.2
16/04/2018,02:00:01,12.8,83
16/04/2018,03:00:01,12.2,82.2
16/04/2018,04:00:01,11.5,82.4
16/04/2018,05:00:01,11,84
16/04/2018,06:00:01,10.5,85.4
16/04/2018,07:00:01,14.1,75.8
16/04/2018,08:00:01,17.2,63.9
16/04/2018,09:00:01,22.9,45.7
16/04/2018,10:00:01,25.5,37.4
16/04/2018,11:00:01,21.3,44.3
16/04/2018,12:00:01,25.9,33.5
16/04/2018,13:00:01,28.6,26.8
16/04/2018,14:00:01,26.1,26.9
16/04/2018,15:00:01,25.8,31.6
16/04/2018,16:00:01,28.6,24.8
16/04/2018,17:00:01,20.4,38.7
16/04/2018,18:00:01,18.9,43
16/04/2018,19:00:01,18.4,43.8
16/04/2018,20:00:01,17.1,48.8
16/04/2018,21:00:01,15.9,53.6
16/04/2018,22:00:01,14.5,60.3
16/04/2018,23:00:01,14.2,62.7
17/04/2018,00:00:01,13.3,67.5
17/04/2018,01:00:01,11.7,73.3
17/04/2018,02:00:01,11.2,73
17/04/2018,03:00:01,10.9,74.6
17/04/2018,04:00:01,9,82.2
17/04/2018,05:00:01,8.3,86.9
17/04/2018,06:00:01,8.4,88.5
17/04/2018,07:00:01,13.1,69.9
17/04/2018,08:00:01,20.1,50.2
17/04/2018,09:00:01,24,39.5
17/04/2018,10:00:01,24.6,34.8
17/04/2018,11:00:01,27,28.3
17/04/2018,12:00:01,26.6,27.8
17/04/2018,13:00:01,29,25.3
17/04/2018,14:00:01,29.9,24.3
17/04/2018,15:00:01,30.7,23.9
17/04/2018,16:00:01,28.4,27.8
17/04/2018,17:00:01,23.1,37.8
17/04/2018,18:00:01,22.1,38.9
17/04/2018,19:00:01,20.2,44.1
17/04/2018,20:00:01,18.5,50.1
17/04/2018,21:00:01,17.2,55.4
17/04/2018,22:00:01,15.9,60.2
17/04/2018,23:00:01,15.5,64.2
18/04/2018,00:00:01,14.1,67.9
18/04/2018,01:00:01,12.7,75.7
18/04/2018,02:00:01,12.5,75.8
18/04/2018,03:00:01,11.8,77.5
18/04/2018,04:00:01,11.7,78.2
18/04/2018,05:00:01,11.4,79.9
18/04/2018,06:00:01,10.9,80.9
18/04/2018,07:00:01,17.2,59
18/04/2018,08:00:01,23.2,43.5
18/04/2018,09:00:01,27.9,33.2
18/04/2018,10:00:01,30.8,29.3
18/04/2018,11:00:01,30.4,31.4
18/04/2018,12:00:01,30.5,27.9
18/04/2018,13:00:01,31.1,24.4
18/04/2018,14:00:01,31.4,24.9
18/04/2018,15:00:01,30.9,23.6
18/04/2018,16:00:01,32.4,20.9
18/04/2018,17:00:01,27.1,25.8
18/04/2018,18:00:01,26.7,31.6
18/04/2018,19:00:01,24.8,37
18/04/2018,20:00:01,23.2,34.5
18/04/2018,21:00:01,21.1,38.4
18/04/2018,22:00:01,20.8,36.6
18/04/2018,23:00:01,19.9,38.7
19/04/2018,00:00:01,18.4,43.8
19/04/2018,01:00:01,17.4,48.8
19/04/2018,02:00:01,16.6,52
19/04/2018,03:00:01,15.9,54.8
19/04/2018,04:00:01,15.6,56.9
19/04/2018,05:00:01,15.2,58.7
19/04/2018,06:00:01,15.2,57.8
19/04/2018,07:00:01,18.1,51.7
19/04/2018,08:00:01,19.9,48.2
19/04/2018,09:00:01,23.2,42.4
19/04/2018,10:00:01,26.1,34.7
19/04/2018,11:00:01,29.4,29.4
19/04/2018,12:00:01,29.7,31.1
19/04/2018,13:00:01,32.3,28.9
19/04/2018,14:00:01,32.8,28.6
19/04/2018,15:00:01,37.7,21.4
19/04/2018,16:00:01,36.7,22.9
19/04/2018,17:00:01,28.7,35.5
19/04/2018,18:00:01,27.4,40.5
19/04/2018,19:00:01,26.2,43.3
19/04/2018,20:00:01,24.6,47.7
19/04/2018,21:00:01,23.4,50.4
19/04/2018,22:00:01,22,54.9
19/04/2018,23:00:01,20.9,61.8
20/04/2018,00:00:01,20.2,61.7
20/04/2018,01:00:01,17.8,75
20/04/2018,02:00:01,17.6,75
20/04/2018,03:00:01,17.1,74.8
20/04/2018,04:00:01,15.9,78.2
20/04/2018,05:00:01,15.7,79.3
20/04/2018,06:00:01,15.1,80.8
20/04/2018,07:00:01,21.3,59.6
20/04/2018,08:00:01,27.7,43.5
20/04/2018,09:00:01,30.8,36.1
20/04/2018,10:00:01,34.8,27.8
20/04/2018,11:00:01,38.4,20.4
20/04/2018,12:00:01,39.3,16.1
20/04/2018,13:00:01,40.7,16.3
20/04/2018,14:00:01,36.6,21.6
20/04/2018,15:00:01,36.9,22.9
20/04/2018,16:00:01,38.7,17.1
20/04/2018,17:00:01,32.4,24.6
20/04/2018,18:00:01,31.1,26.8
20/04/2018,19:00:01,28.8,35.2
20/04/2018,20:00:01,26.6,42.4
20/04/2018,21:00:01,25.4,46.6
20/04/2018,22:00:01,23.9,47
20/04/2018,23:00:01,22.9,52.4
21/04/2018,00:00:01,21.9,53.9
21/04/2018,01:00:01,20.7,58.8
21/04/2018,02:00:01,19.9,60.9
21/04/2018,03:00:01,19.4,62.1
21/04/2018,04:00:01,18.7,62.7
21/04/2018,05:00:01,17.9,64.4
21/04/2018,06:00:01,17.5,66.9
21/04/2018,07:00:01,22.3,53.6
21/04/2018,08:00:01,27.9,37.9
21/04/2018,09:00:01,30.2,34.2
21/04/2018,10:00:01,32.2,30.8
21/04/2018,11:00:01,35.5,22.7
21/04/2018,12:00:01,34.7,25.1
21/04/2018,13:00:01,37.7,21.4
21/04/2018,14:00:01,37.1,21.4
21/04/2018,15:00:01,37.4,21.4
21/04/2018,16:00:01,36.7,21
21/04/2018,17:00:01,30.9,28.3
21/04/2018,18:00:01,29.3,30.1
21/04/2018,19:00:01,27.8,30.1
21/04/2018,20:00:01,25.6,36.5
21/04/2018,21:00:01,24.1,43.3
21/04/2018,22:00:01,22.1,49.3
21/04/2018,23:00:01,21.7,50.7
22/04/2018,00:00:01,19.8,55.8
22/04/2018,01:00:01,18,66.6
22/04/2018,02:00:01,18,67.3
22/04/2018,03:00:01,18.1,65.8
22/04/2018,04:00:01,17.1,68.2
22/04/2018,05:00:01,16.4,72
22/04/2018,06:00:01,16.2,75.3
22/04/2018,07:00:01,18.7,66.5
22/04/2018,08:00:01,23.9,50.5
22/04/2018,09:00:01,27.1,42.2
22/04/2018,10:00:01,27.6,43.8
22/04/2018,11:00:01,29.4,38.7
22/04/2018,12:00:01,30.7,36
22/04/2018,13:00:01,30.1,28.6
22/04/2018,14:00:01,29.4,32.4
22/04/2018,15:00:01,29.2,33.2
22/04/2018,16:00:01,30.7,32.4
22/04/2018,17:00:01,26.9,38.1
22/04/2018,18:00:01,26.5,37.4
22/04/2018,19:00:01,25.4,40
22/04/2018,20:00:01,23.5,46.5
22/04/2018,21:00:01,22.2,49.1
22/04/2018,22:00:01,21.6,52.8
22/04/2018,23:00:01,21.4,55.1
23/04/2018,00:00:01,20.8,60.6
23/04/2018,01:00:01,20.5,61.4
23/04/2018,02:00:01,19.9,67.1
23/04/2018,03:00:01,19.2,64.2
23/04/2018,04:00:01,17.5,65.8
23/04/2018,05:00:01,17,65.3
23/04/2018,06:00:01,16.9,64.6
23/04/2018,07:00:01,20.2,50.7
23/04/2018,08:00:01,19.7,51
23/04/2018,09:00:01,18.6,57
23/04/2018,10:00:01,19.2,54.9
23/04/2018,11:00:01,19.6,54.3
23/04/2018,12:00:01,24.2,43.2
23/04/2018,13:00:01,23.4,44.4
23/04/2018,14:00:01,25.8,37.3
23/04/2018,15:00:01,29.9,29.3
23/04/2018,16:00:01,25.4,33.5
23/04/2018,17:00:01,23.2,39
23/04/2018,18:00:01,21.9,42.4
23/04/2018,19:00:01,20.1,47.4
23/04/2018,20:00:01,18.1,55.1
23/04/2018,21:00:01,16.7,60.5
23/04/2018,22:00:01,16,63.6
23/04/2018,23:00:01,15.2,64.7
24/04/2018,00:00:01,14.4,66.3
24/04/2018,01:00:01,13.7,69.5
24/04/2018,02:00:01,13.1,73.4
24/04/2018,03:00:01,11.5,79.8
24/04/2018,04:00:01,10.7,82.1
24/04/2018,05:00:01,10.9,79.7
24/04/2018,06:00:01,10.2,81
24/04/2018,07:00:01,12.1,75
24/04/2018,08:00:01,15.7,60.9
