Date,Heure,S2OTemp,S2OHR
12/12/2018,21:08:01,0.6,105
12/12/2018,22:08:01,0.2,107.6
12/12/2018,23:08:01,0.1,104.9
13/12/2018,00:08:01,-0.4,106.6
13/12/2018,01:08:01,-0.2,105
13/12/2018,02:08:01,0.3,101.8
13/12/2018,03:08:01,-0.1,102.9
13/12/2018,04:08:01,-0.1,103.1
13/12/2018,05:08:01,-0.4,103
13/12/2018,06:08:01,-0.5,100.7
13/12/2018,07:08:01,-0.6,99.6
13/12/2018,08:08:01,-0.4,98.5
13/12/2018,09:08:01,0.5,95.7
13/12/2018,10:08:01,1.6,92.2
13/12/2018,11:08:01,7.7,72.1
13/12/2018,12:08:01,9.3,63.6
13/12/2018,13:08:01,11.1,57.6
13/12/2018,14:08:01,12.2,54.7
13/12/2018,15:08:01,9.9,60.3
13/12/2018,16:08:01,3.3,74.4
13/12/2018,17:08:01,2.1,82
13/12/2018,18:08:01,1.4,84.9
13/12/2018,19:08:01,0.8,85.3
13/12/2018,20:08:01,-0.1,89.4
13/12/2018,21:08:01,-0.6,91.8
13/12/2018,22:08:01,-0.8,92.8
13/12/2018,23:08:01,-0.9,91
14/12/2018,00:08:01,-1.2,91.4
14/12/2018,01:08:01,-1.5,92.5
14/12/2018,02:08:01,-1.7,93.6
14/12/2018,03:08:01,-1.9,95.5
14/12/2018,04:08:01,-2.1,94.5
14/12/2018,05:08:01,-2.4,95
14/12/2018,06:08:01,-2.3,94.5
14/12/2018,07:08:01,-2.1,97
14/12/2018,08:08:01,-1.2,92.7
14/12/2018,09:08:01,-0.5,91.8
14/12/2018,10:08:01,0.4,87.5
14/12/2018,11:08:01,0.8,84.9
14/12/2018,12:08:01,1.3,81.8
14/12/2018,13:08:01,1.2,78.8
14/12/2018,14:08:01,1.1,78
14/12/2018,15:08:01,0.8,79.9
14/12/2018,16:08:01,0.6,82.4
14/12/2018,17:08:01,0.4,83.1
14/12/2018,18:08:01,0.3,85.2
14/12/2018,19:08:01,0.3,84.8
14/12/2018,20:08:01,0.2,85.5
14/12/2018,21:08:01,0.3,83.3
14/12/2018,22:08:01,0.2,83.7
14/12/2018,23:08:01,0.2,85.1
15/12/2018,00:08:01,0.1,84.8
15/12/2018,01:08:01,0.1,89.2
15/12/2018,02:08:01,-0.1,90.1
15/12/2018,03:08:01,-0.2,90.3
15/12/2018,04:08:01,-0.1,87.2
15/12/2018,05:08:01,-0.1,87.3
15/12/2018,06:08:01,-0.1,85.9
15/12/2018,07:08:01,0,83.6
15/12/2018,08:08:01,-0.1,83.9
15/12/2018,09:08:01,0.1,84.5
15/12/2018,10:08:01,0.6,82.4
15/12/2018,11:08:01,0.9,82.5
15/12/2018,12:08:01,0.6,82.9
15/12/2018,13:08:01,0.8,81
15/12/2018,14:08:01,0.3,83.1
15/12/2018,15:08:01,0.3,85.6
15/12/2018,16:08:01,0.3,86.4
15/12/2018,17:08:01,0.4,87.5
15/12/2018,18:08:01,0.6,88.6
15/12/2018,19:08:01,0.1,98.1
15/12/2018,20:08:01,0,102.4
15/12/2018,21:08:01,0.3,104.9
15/12/2018,22:08:01,0.5,102.4
15/12/2018,23:08:01,0.8,105.9
16/12/2018,00:08:01,0.8,108.7
16/12/2018,01:08:01,0.9,109.4
16/12/2018,02:08:01,1,109.3
16/12/2018,03:08:01,1.3,109.7
16/12/2018,04:08:01,1.7,110
16/12/2018,05:08:01,2.2,109.7
16/12/2018,06:08:01,2.3,110.1
16/12/2018,07:08:01,2.9,109.7
16/12/2018,08:08:01,3.3,109.9
16/12/2018,09:08:01,3.3,109.9
16/12/2018,10:08:01,3.7,109.5
16/12/2018,11:08:01,4.1,109.4
16/12/2018,12:08:01,4.3,106.9
16/12/2018,13:08:01,4.5,107.5
16/12/2018,14:08:01,5.3,105.9
16/12/2018,15:08:01,5.5,106.4
16/12/2018,16:08:01,5.7,107.4
16/12/2018,17:08:01,5.8,106.7
16/12/2018,18:08:01,5.8,106.4
16/12/2018,19:08:01,6.3,102.9
16/12/2018,20:08:01,5.5,106.6
16/12/2018,21:08:01,5,107.8
16/12/2018,22:08:01,5.4,106.6
16/12/2018,23:08:01,5.5,105
17/12/2018,00:08:01,6,105
17/12/2018,01:08:01,5.7,105.9
17/12/2018,02:08:01,6.2,106.6
17/12/2018,03:08:01,6,106.8
17/12/2018,04:08:01,6.1,106.5
17/12/2018,05:08:01,6.1,106.7
17/12/2018,06:08:01,6,105.6
17/12/2018,07:08:01,5.5,107.1
17/12/2018,08:08:01,5.7,107.5
17/12/2018,09:08:01,5.8,105.8
17/12/2018,10:08:01,6.5,102.4
17/12/2018,11:08:01,8.3,95.7
17/12/2018,12:08:01,7.4,97.6
17/12/2018,13:08:01,11,88
17/12/2018,14:08:01,9.2,89.7
17/12/2018,15:08:01,7.7,96.5
17/12/2018,16:08:01,7.2,98.8
17/12/2018,17:08:01,6,102.8
17/12/2018,18:08:01,5.7,102.9
17/12/2018,19:08:01,5.7,103
17/12/2018,20:08:01,5.8,103.1
17/12/2018,21:08:01,5.8,103.8
17/12/2018,22:08:01,6,104.1
17/12/2018,23:08:01,6.3,103.4
18/12/2018,00:08:01,6,104
18/12/2018,01:08:01,5.1,105.5
18/12/2018,02:08:01,4.8,105
18/12/2018,03:08:01,4.3,106.8
18/12/2018,04:08:01,4.1,107.3
18/12/2018,05:08:01,4.1,107.1
18/12/2018,06:08:01,3.6,106.8
18/12/2018,07:08:01,4,106.4
18/12/2018,08:08:01,3,106.7
18/12/2018,09:08:01,4.1,103.8
18/12/2018,10:08:01,5.2,100.1
18/12/2018,11:08:01,9.5,84.8
18/12/2018,12:08:01,10.4,79.1
18/12/2018,13:08:01,10.9,77.7
18/12/2018,14:08:01,7.5,88.9
18/12/2018,15:08:01,7,90.2
18/12/2018,16:08:01,6.3,93.6
18/12/2018,17:08:01,6.5,85.1
18/12/2018,18:08:01,6.1,86.9
18/12/2018,19:08:01,5.8,86
18/12/2018,20:08:01,5.5,88.4
18/12/2018,21:08:01,5.5,88.3
18/12/2018,22:08:01,5.5,88.9
18/12/2018,23:08:01,5.8,88.9
19/12/2018,00:08:01,5.8,94.8
19/12/2018,01:08:01,6.2,102.6
19/12/2018,02:08:01,6.6,107.5
19/12/2018,03:08:01,7,108.8
19/12/2018,04:08:01,7.5,108.2
19/12/2018,05:08:01,7.7,103.1
19/12/2018,06:08:01,7.3,102
19/12/2018,07:08:01,7.8,101.3
19/12/2018,08:08:01,8.2,100.7
19/12/2018,09:08:01,8.5,99.2
19/12/2018,10:08:01,8.4,101.1
19/12/2018,11:08:01,9,97.9
19/12/2018,12:08:01,9.6,95.5
19/12/2018,13:08:01,9.7,93.8
19/12/2018,14:08:01,9.7,92.7
19/12/2018,15:08:01,9.5,92.2
19/12/2018,16:08:01,9,91.8
19/12/2018,17:08:01,8.2,95.7
19/12/2018,18:08:01,7.4,99.5
19/12/2018,19:08:01,7.7,98.6
19/12/2018,20:08:01,7.8,98.2
19/12/2018,21:08:01,7.2,108.9
19/12/2018,22:08:01,7.5,103.8
19/12/2018,23:08:01,7.8,100.6
20/12/2018,00:08:01,7.5,105.2
20/12/2018,01:08:01,7.2,99.5
20/12/2018,02:08:01,7,98.5
20/12/2018,03:08:01,7.3,98.7
20/12/2018,04:08:01,6.7,105
20/12/2018,05:08:01,7.4,100.3
20/12/2018,06:08:01,6.7,108.5
20/12/2018,07:08:01,6.7,108.7
20/12/2018,08:08:01,7.2,100.9
20/12/2018,09:08:01,7.4,98.6
20/12/2018,10:08:01,7.7,96.5
20/12/2018,11:08:01,8.8,92.2
20/12/2018,12:08:01,9.2,87.9
20/12/2018,13:08:01,9.7,87.5
20/12/2018,14:08:01,11.9,81.3
20/12/2018,15:08:01,12.7,78.4
20/12/2018,16:08:01,8.9,89.6
20/12/2018,17:08:01,8.6,92.2
20/12/2018,18:08:01,8.5,93.1
20/12/2018,19:08:01,8.7,93.2
20/12/2018,20:08:01,8.5,93.6
20/12/2018,21:08:01,8.5,94.8
20/12/2018,22:08:01,8.4,93.7
20/12/2018,23:08:01,8.7,94.7
21/12/2018,00:08:01,8.7,95.3
21/12/2018,01:08:01,8.5,97.5
21/12/2018,02:08:01,8,106.8
21/12/2018,03:08:01,8.2,107.3
21/12/2018,04:08:01,9.1,108
21/12/2018,05:08:01,9.5,108
21/12/2018,06:08:01,10,108.2
21/12/2018,07:08:01,10.4,107.5
21/12/2018,08:08:01,10.6,108.5
21/12/2018,09:08:01,11,107.6
21/12/2018,10:08:01,11.4,107.5
21/12/2018,11:08:01,12.2,107.4
21/12/2018,12:08:01,12.3,108.8
21/12/2018,13:08:01,13.9,107.9
21/12/2018,14:08:01,13.9,95
21/12/2018,15:08:01,13.7,94.8
21/12/2018,16:08:01,13.2,95.6
21/12/2018,17:08:01,13,96
21/12/2018,18:08:01,12.8,97.1
21/12/2018,19:08:01,12.8,98
21/12/2018,20:08:01,12.7,97.4
21/12/2018,21:08:01,12.5,97.1
21/12/2018,22:08:01,12.5,97.7
21/12/2018,23:08:01,12.8,96.5
22/12/2018,00:08:01,11.5,107.2
22/12/2018,01:08:01,11.7,107.5
22/12/2018,02:08:01,12,107.2
22/12/2018,03:08:01,10.9,107.6
22/12/2018,04:08:01,10.7,107.6
22/12/2018,05:08:01,10.8,108.7
22/12/2018,06:08:01,11.1,96.1
22/12/2018,07:08:01,9.7,107.5
22/12/2018,08:08:01,10.4,107.3
22/12/2018,09:08:01,10.9,95.7
22/12/2018,10:08:01,11.2,95.7
22/12/2018,11:08:01,10.9,102.5
22/12/2018,12:08:01,13,89.6
22/12/2018,13:08:01,14.7,84
22/12/2018,14:08:01,12.9,86.5
22/12/2018,15:08:01,10.9,98.1
22/12/2018,16:08:01,11.2,92.8
22/12/2018,17:08:01,10.5,92.4
22/12/2018,18:08:01,10,97.4
22/12/2018,19:08:01,10.1,97.5
22/12/2018,20:08:01,9.3,98.5
22/12/2018,21:08:01,9.1,99.3
22/12/2018,22:08:01,8.9,101.2
22/12/2018,23:08:01,8.7,101.5
23/12/2018,00:08:01,8.8,100.3
23/12/2018,01:08:01,8.5,101.1
23/12/2018,02:08:01,8.5,100.9
23/12/2018,03:08:01,8.5,101.5
23/12/2018,04:08:01,8.5,101.4
23/12/2018,05:08:01,8.4,102.3
23/12/2018,06:08:01,8.7,103.4
23/12/2018,07:08:01,8.7,104.4
23/12/2018,08:08:01,8.2,107.4
23/12/2018,09:08:01,8.3,108.5
23/12/2018,10:08:01,8.8,108.9
23/12/2018,11:08:01,9.5,108.2
23/12/2018,12:08:01,10.8,107.9
23/12/2018,13:08:01,11.7,108.3
23/12/2018,14:08:01,12,108.3
23/12/2018,15:08:01,12.2,107.6
23/12/2018,16:08:01,12.2,107.8
23/12/2018,17:08:01,12.3,107.8
23/12/2018,18:08:01,12.4,108.8
23/12/2018,19:08:01,12.4,107.5
23/12/2018,20:08:01,12.3,108.1
23/12/2018,21:08:01,12.3,108.1
23/12/2018,22:08:01,12.3,108.2
23/12/2018,23:08:01,12.2,108.6
24/12/2018,00:08:01,12.2,108.3
24/12/2018,01:08:01,9.9,108.9
24/12/2018,02:08:01,9.1,108.8
24/12/2018,03:08:01,7.8,109.3
24/12/2018,04:08:01,7.4,109.3
24/12/2018,05:08:01,7.3,109.7
24/12/2018,06:08:01,7.4,109.9
24/12/2018,07:08:01,7,109.6
24/12/2018,08:08:01,6.9,110.4
24/12/2018,09:08:01,7.2,109.3
24/12/2018,10:08:01,7.8,103.8
24/12/2018,11:08:01,12.5,85.1
24/12/2018,12:08:01,11.5,86.4
24/12/2018,13:08:01,9,83.9
24/12/2018,14:08:01,9,87.9
24/12/2018,15:08:01,8.4,89.3
24/12/2018,16:08:01,7.9,89
24/12/2018,17:08:01,7.5,91.2
24/12/2018,18:08:01,7.1,89.8
24/12/2018,19:08:01,7,88.3
24/12/2018,20:08:01,6.5,87.3
24/12/2018,21:08:01,5.9,84
24/12/2018,22:08:01,4.5,95.3
24/12/2018,23:08:01,4.1,98.7
25/12/2018,00:08:01,3.3,102.4
25/12/2018,01:08:01,3.1,104
25/12/2018,02:08:01,2.2,104.8
25/12/2018,03:08:01,1.9,105
25/12/2018,04:08:01,1.1,105.3
25/12/2018,05:08:01,1.5,106.4
25/12/2018,06:08:01,0.9,107.6
25/12/2018,07:08:01,0.7,107.8
25/12/2018,08:08:01,-0.1,108.2
25/12/2018,09:08:01,0.4,105.2
25/12/2018,10:08:01,1.9,101.4
25/12/2018,11:08:01,8.7,77.3
25/12/2018,12:08:01,12,67.4
25/12/2018,13:08:01,12.2,70.4
25/12/2018,14:08:01,16.5,59
25/12/2018,15:08:01,12.4,67.7
25/12/2018,16:08:01,5.7,84.7
25/12/2018,17:08:01,4.5,92.5
25/12/2018,18:08:01,3.6,97.2
25/12/2018,19:08:01,2.5,98.1
25/12/2018,20:08:01,1.8,98.3
25/12/2018,21:08:01,1.3,98.6
25/12/2018,22:08:01,0.8,100.6
25/12/2018,23:08:01,0.6,101.8
26/12/2018,00:08:01,0.3,103.5
26/12/2018,01:08:01,-0.6,104
26/12/2018,02:08:01,-0.7,104.4
26/12/2018,03:08:01,-0.6,104.3
26/12/2018,04:08:01,-1.3,103.8
26/12/2018,05:08:01,-1.6,105.4
26/12/2018,06:08:01,-1.8,104
26/12/2018,07:08:01,-1.6,104.6
26/12/2018,08:08:01,-2.2,103.5
26/12/2018,09:08:01,-1.7,103.6
26/12/2018,10:08:01,0.3,97.9
26/12/2018,11:08:01,5.8,76.5
26/12/2018,12:08:01,7.8,69.7
26/12/2018,13:08:01,8,70
26/12/2018,14:08:01,9.5,66.1
26/12/2018,15:08:01,8.2,71
26/12/2018,16:08:01,2.2,91.5
26/12/2018,17:08:01,1.3,96.3
26/12/2018,18:08:01,0.7,98.8
26/12/2018,19:08:01,0.3,99.8
26/12/2018,20:08:01,0.1,100.6
26/12/2018,21:08:01,-0.7,102.5
26/12/2018,22:08:01,-0.7,101.3
26/12/2018,23:08:01,-0.8,99.2
27/12/2018,00:08:01,-1.7,101.1
27/12/2018,01:08:01,-2,102.6
27/12/2018,02:08:01,-2.3,101.7
27/12/2018,03:08:01,-2.5,101.1
27/12/2018,04:08:01,-2.6,100.4
27/12/2018,05:08:01,-2.5,99.2
27/12/2018,06:08:01,-2.7,99.3
27/12/2018,07:08:01,-2.8,100
27/12/2018,08:08:01,-2.8,99.6
27/12/2018,09:08:01,-2.2,98
27/12/2018,10:08:01,-0.5,92.3
27/12/2018,11:08:01,1.8,84.7
27/12/2018,12:08:01,1.4,87.2
27/12/2018,13:08:01,1.6,90.2
27/12/2018,14:08:01,2.1,90.5
27/12/2018,15:08:01,1.3,93.1
27/12/2018,16:08:01,0.7,96
27/12/2018,17:08:01,0.3,97.4
27/12/2018,18:08:01,-0.1,101.5
27/12/2018,19:08:01,-0.4,102.8
27/12/2018,20:08:01,-0.6,104.4
27/12/2018,21:08:01,-0.7,105.3
27/12/2018,22:08:01,-1,106
27/12/2018,23:08:01,-1.1,105.5
28/12/2018,00:08:01,-1.3,105.5
28/12/2018,01:08:01,-1.3,106.6
28/12/2018,02:08:01,-1.3,106.6
28/12/2018,03:08:01,-1,107.1
28/12/2018,04:08:01,-1.3,107.5
28/12/2018,05:08:01,-1.4,109
28/12/2018,06:08:01,-1.2,108.3
28/12/2018,07:08:01,-1.4,109.7
28/12/2018,08:08:01,-1.3,109.9
28/12/2018,09:08:01,-1.1,108.2
28/12/2018,10:08:01,-1.3,108.7
28/12/2018,11:08:01,-1.2,108
28/12/2018,12:08:01,-0.6,106.9
28/12/2018,13:08:01,-0.6,107.1
28/12/2018,14:08:01,-0.4,104.9
28/12/2018,15:08:01,-0.8,106.5
28/12/2018,16:08:01,-1,107.2
28/12/2018,17:08:01,-1.2,107.4
28/12/2018,18:08:01,-1.2,108.1
28/12/2018,19:08:01,-1.2,107.5
28/12/2018,20:08:01,-1.1,107.6
28/12/2018,21:08:01,-1.1,108.5
28/12/2018,22:08:01,-1.3,108.9
28/12/2018,23:08:01,-1.3,108.9
29/12/2018,00:08:01,-1.3,108.7
29/12/2018,01:08:01,-1.2,108.7
29/12/2018,02:08:01,-1.1,108.7
29/12/2018,03:08:01,-0.9,107.9
29/12/2018,04:08:01,-0.7,107.6
29/12/2018,05:08:01,-0.6,107.4
29/12/2018,06:08:01,-0.4,107.4
29/12/2018,07:08:01,-0.3,106.1
29/12/2018,08:08:01,-0.2,107.6
29/12/2018,09:08:01,0,106.8
29/12/2018,10:08:01,0.4,105.5
29/12/2018,11:08:01,1.1,103.8
29/12/2018,12:08:01,1.4,104.2
29/12/2018,13:08:01,2.6,102.3
29/12/2018,14:08:01,2.2,104
29/12/2018,15:08:01,3.3,102.8
29/12/2018,16:08:01,3.3,103.8
29/12/2018,17:08:01,3.4,104.7
29/12/2018,18:08:01,3.6,106.2
29/12/2018,19:08:01,3.9,109.3
29/12/2018,20:08:01,4.3,109.6
29/12/2018,21:08:01,4.3,109.6
29/12/2018,22:08:01,4.8,109.7
29/12/2018,23:08:01,5.3,109.9
30/12/2018,00:08:01,5.7,109.6
30/12/2018,01:08:01,5.8,108.2
30/12/2018,02:08:01,6,109.2
30/12/2018,03:08:01,6.2,109
30/12/2018,04:08:01,6.2,109.2
30/12/2018,05:08:01,6.2,109.5
30/12/2018,06:08:01,6.2,109.3
30/12/2018,07:08:01,5.9,109.6
30/12/2018,08:08:01,5.3,110
30/12/2018,09:08:01,5.7,109.2
30/12/2018,10:08:01,6.3,109.6
30/12/2018,11:08:01,7.1,107.3
30/12/2018,12:08:01,7.7,103.7
30/12/2018,13:08:01,7.9,103.1
30/12/2018,14:08:01,10.2,94.2
30/12/2018,15:08:01,8.3,102.4
30/12/2018,16:08:01,8,102.8
30/12/2018,17:08:01,7.9,104.8
30/12/2018,18:08:01,7.8,105.9
30/12/2018,19:08:01,7.8,106.2
30/12/2018,20:08:01,7.8,105.6
30/12/2018,21:08:01,7.5,108
30/12/2018,22:08:01,7.5,108.9
30/12/2018,23:08:01,7.6,108.9
31/12/2018,00:08:01,7.8,109.6
31/12/2018,01:08:01,7.8,108.5
31/12/2018,02:08:01,7.9,109.2
31/12/2018,03:08:01,7.7,108.2
31/12/2018,04:08:01,7.7,109
31/12/2018,05:08:01,7.7,108.9
31/12/2018,06:08:01,7.6,109.4
31/12/2018,07:08:01,7.5,109.2
31/12/2018,08:08:01,7.5,109.3
31/12/2018,09:08:01,7.7,110.4
31/12/2018,10:08:01,8,109
31/12/2018,11:08:01,8.3,107.9
31/12/2018,12:08:01,9.2,104.6
31/12/2018,13:08:01,9.3,102.9
31/12/2018,14:08:01,9.5,102.8
31/12/2018,15:08:01,9.1,103.4
31/12/2018,16:08:01,8.8,104.4
31/12/2018,17:08:01,8,106.6
31/12/2018,18:08:01,7.5,106.6
31/12/2018,19:08:01,7.2,107.9
31/12/2018,20:08:01,7.2,107.5
31/12/2018,21:08:01,6.3,109
31/12/2018,22:08:01,5.5,109.3
31/12/2018,23:08:01,5.5,111.4
01/01/2019,00:08:01,5.7,109.7
01/01/2019,01:08:01,5.7,109.6
01/01/2019,02:08:01,5.9,109.9
01/01/2019,03:08:01,5.7,110
01/01/2019,04:08:01,5.8,109.6
01/01/2019,05:08:01,5.8,109.5
01/01/2019,06:08:01,6,109.5
01/01/2019,07:08:01,6.2,105.9
01/01/2019,08:08:01,6.4,105
01/01/2019,09:08:01,6.6,103.4
01/01/2019,10:08:01,6.5,105.6
01/01/2019,11:08:01,6.5,104.8
01/01/2019,12:08:01,7.2,100.7
01/01/2019,13:08:01,8.1,95.2
01/01/2019,14:08:01,7.5,97.1
01/01/2019,15:08:01,7.3,99.6
01/01/2019,16:08:01,6.5,107.4
01/01/2019,17:08:01,6.5,108.6
01/01/2019,18:08:01,6.7,109.2
01/01/2019,19:08:01,6.8,109
01/01/2019,20:08:01,7,109.3
01/01/2019,21:08:01,6.9,108.3
01/01/2019,22:08:01,6,104.9
01/01/2019,23:08:01,5.4,102.9
02/01/2019,00:08:01,5,103
02/01/2019,01:08:01,4.5,104
02/01/2019,02:08:01,4.6,102.9
02/01/2019,03:08:01,4.5,102.3
02/01/2019,04:08:01,4.3,99.7
02/01/2019,05:08:01,4.4,97.2
02/01/2019,06:08:01,4.3,96.1
02/01/2019,07:08:01,4.3,95.6
02/01/2019,08:08:01,4.1,94.8
02/01/2019,09:08:01,4.5,93.4
02/01/2019,10:08:01,5,93.1
02/01/2019,11:08:01,5.8,88.8
02/01/2019,12:08:01,8,86.3
02/01/2019,13:08:01,7,81.3
02/01/2019,14:08:01,7.2,82.4
02/01/2019,15:08:01,6.4,86
02/01/2019,16:08:01,5.7,89.6
02/01/2019,17:08:01,5.4,92.8
02/01/2019,18:08:01,5.1,93.6
02/01/2019,19:08:01,4.7,96.1
02/01/2019,20:08:01,4.4,97.1
02/01/2019,21:08:01,4.3,98.2
02/01/2019,22:08:01,4.1,99.3
02/01/2019,23:08:01,3.1,101.9
03/01/2019,00:08:01,3.4,101.4
03/01/2019,01:08:01,3.5,99.8
03/01/2019,02:08:01,3.5,99.5
03/01/2019,03:08:01,3.5,100.6
03/01/2019,04:08:01,3.5,101.5
03/01/2019,05:08:01,3.4,101.8
03/01/2019,06:08:01,3.4,102.6
03/01/2019,07:08:01,3.4,103.7
03/01/2019,08:08:01,3.3,104
03/01/2019,09:08:01,3.7,102.6
03/01/2019,10:08:01,4.5,100.3
03/01/2019,11:08:01,5,98
03/01/2019,12:08:01,5.8,94.7
03/01/2019,13:08:01,6,93.9
03/01/2019,14:08:01,5.7,95.5
03/01/2019,15:08:01,5.3,95.2
03/01/2019,16:08:01,4.9,98
03/01/2019,17:08:01,4.8,98.5
03/01/2019,18:08:01,4.5,100
03/01/2019,19:08:01,4.4,101.1
03/01/2019,20:08:01,4.3,100.1
03/01/2019,21:08:01,4.1,99.2
03/01/2019,22:08:01,4,100.1
03/01/2019,23:08:01,3.7,101.7
04/01/2019,00:08:01,3.6,102.2
04/01/2019,01:08:01,3.4,102.8
04/01/2019,02:08:01,3.3,103.6
04/01/2019,03:08:01,3.3,103.8
04/01/2019,04:08:01,3.1,104.1
04/01/2019,05:08:01,3,104.7
04/01/2019,06:08:01,2.8,105.5
04/01/2019,07:08:01,2.1,106.6
04/01/2019,08:08:01,1.9,106.9
04/01/2019,09:08:01,2.6,104.3
04/01/2019,10:08:01,4.3,99.8
04/01/2019,11:08:01,4.7,97.1
04/01/2019,12:08:01,4.5,100.1
04/01/2019,13:08:01,5.1,97.4
04/01/2019,14:08:01,5,96.1
04/01/2019,15:08:01,4.9,95.1
04/01/2019,16:08:01,4.5,95.2
04/01/2019,17:08:01,4.3,90.6
04/01/2019,18:08:01,4,92.9
04/01/2019,19:08:01,3.6,91.6
04/01/2019,20:08:01,3.3,92.8
04/01/2019,21:08:01,2.9,92.9
04/01/2019,22:08:01,2.6,94.7
04/01/2019,23:08:01,2.5,94.8
05/01/2019,00:08:01,2.5,96.3
05/01/2019,01:08:01,2.5,97.2
05/01/2019,02:08:01,2.6,97.5
05/01/2019,03:08:01,2.6,98.1
05/01/2019,04:08:01,2.7,98.2
05/01/2019,05:08:01,2.6,100.1
05/01/2019,06:08:01,2.5,104.2
05/01/2019,07:08:01,3,103
05/01/2019,08:08:01,3.1,102.9
05/01/2019,09:08:01,3.4,105.3
05/01/2019,10:08:01,3.7,107.2
05/01/2019,11:08:01,4.4,107.3
05/01/2019,12:08:01,4.7,106.9
05/01/2019,13:08:01,4.8,107.9
05/01/2019,14:08:01,5,107.9
05/01/2019,15:08:01,5,107.3
05/01/2019,16:08:01,4.8,106.1
05/01/2019,17:08:01,4.6,105.4
05/01/2019,18:08:01,4.4,104.4
05/01/2019,19:08:01,4.3,103.6
05/01/2019,20:08:01,4.1,101.7
05/01/2019,21:08:01,3.9,100.9
05/01/2019,22:08:01,3.3,103.7
05/01/2019,23:08:01,3.4,99.6
06/01/2019,00:08:01,3.4,98.5
06/01/2019,01:08:01,3.5,96.9
06/01/2019,02:08:01,3.3,99.1
06/01/2019,03:08:01,3.4,97.9
06/01/2019,04:08:01,3.1,98.1
06/01/2019,05:08:01,3,100.6
06/01/2019,06:08:01,3,100.3
06/01/2019,07:08:01,3,99.6
06/01/2019,08:08:01,3.1,99.6
06/01/2019,09:08:01,3.3,99.3
06/01/2019,10:08:01,3.7,98.6
06/01/2019,11:08:01,4,98.2
06/01/2019,12:08:01,4.8,95.6
06/01/2019,13:08:01,5.6,92.4
06/01/2019,14:08:01,4.8,95.1
06/01/2019,15:08:01,4.6,96.2
06/01/2019,16:08:01,4.4,97.6
06/01/2019,17:08:01,4.3,96.9
06/01/2019,18:08:01,4.3,98.3
06/01/2019,19:08:01,4.3,98.5
06/01/2019,20:08:01,4.2,99.5
06/01/2019,21:08:01,4.2,99.5
06/01/2019,22:08:01,4.3,99.7
06/01/2019,23:08:01,4.3,100.2
07/01/2019,00:08:01,4.2,99.7
07/01/2019,01:08:01,4.2,101.5
07/01/2019,02:08:01,4.2,102.4
07/01/2019,03:08:01,4.1,102.8
07/01/2019,04:08:01,4.2,103.8
07/01/2019,05:08:01,4.1,104.7
07/01/2019,06:08:01,4.2,106
07/01/2019,07:08:01,4.2,107.8
07/01/2019,08:08:01,4.4,106.9
07/01/2019,09:08:01,4.7,106.7
07/01/2019,10:08:01,5.3,105.4
07/01/2019,11:08:01,5.9,103.5
07/01/2019,12:08:01,6,104.2
07/01/2019,13:08:01,6.3,104.2
07/01/2019,14:08:01,6.5,103.7
07/01/2019,15:08:01,6.7,103.2
07/01/2019,16:08:01,6.5,103.1
07/01/2019,17:08:01,6,108.8
07/01/2019,18:08:01,6.5,104.7
07/01/2019,19:08:01,6.3,107.2
07/01/2019,20:08:01,6.7,106.7
07/01/2019,21:08:01,6.5,107.9
07/01/2019,22:08:01,6.4,109.4
07/01/2019,23:08:01,6.6,109.2
08/01/2019,00:08:01,6.8,109
08/01/2019,01:08:01,7,109.5
08/01/2019,02:08:01,7.3,109.3
08/01/2019,03:08:01,7.6,109
08/01/2019,04:08:01,7.9,109
08/01/2019,05:08:01,8,109.2
08/01/2019,06:08:01,7.9,108.7
08/01/2019,07:08:01,6.7,97.4
08/01/2019,08:08:01,6.5,95.2
08/01/2019,09:08:01,6.5,96.3
08/01/2019,10:08:01,7,93.9
08/01/2019,11:08:01,8.6,89
08/01/2019,12:08:01,9,80.5
08/01/2019,13:08:01,7.8,84.7
08/01/2019,14:08:01,7.8,86.5
08/01/2019,15:08:01,7.7,83.2
08/01/2019,16:08:01,7.4,82.1
08/01/2019,17:08:01,7,80.3
08/01/2019,18:08:01,6.7,82.9
08/01/2019,19:08:01,6,87.2
08/01/2019,20:08:01,6,87.7
08/01/2019,21:08:01,6,87.5
08/01/2019,22:08:01,5.7,88.1
08/01/2019,23:08:01,5.4,89.7
09/01/2019,00:08:01,5.1,90.3
09/01/2019,01:08:01,4.2,97.2
09/01/2019,02:08:01,4.6,94.8
09/01/2019,03:08:01,4.5,93.9
09/01/2019,04:08:01,4,93.9
09/01/2019,05:08:01,3.9,96.9
09/01/2019,06:08:01,3.2,100.4
09/01/2019,07:08:01,3.5,99.8
09/01/2019,08:08:01,3.7,100.2
09/01/2019,09:08:01,3.6,101.4
09/01/2019,10:08:01,4.3,99.5
09/01/2019,11:08:01,4.9,95.8
09/01/2019,12:08:01,5.8,92.5
09/01/2019,13:08:01,5.1,93.3
09/01/2019,14:08:01,9.4,89.2
09/01/2019,15:08:01,6.4,84.1
09/01/2019,16:08:01,4.6,93.9
09/01/2019,17:08:01,4,94.8
09/01/2019,18:08:01,3.5,93.8
09/01/2019,19:08:01,3.5,92.8
09/01/2019,20:08:01,3,96
09/01/2019,21:08:01,2.6,97.5
09/01/2019,22:08:01,2.3,97.7
