Date,Heure,S2OTemp,S2OHR
17/02/2018,12:00:01,10.4,69.8
17/02/2018,13:00:01,16.8,53.4
17/02/2018,14:00:01,13.5,59.4
17/02/2018,15:00:01,8.7,76.3
17/02/2018,16:00:01,11.3,68.5
17/02/2018,17:00:01,8.5,74.1
17/02/2018,18:00:01,5.8,84.4
17/02/2018,19:00:01,4.7,90.6
17/02/2018,20:00:01,4,92.3
17/02/2018,21:00:01,3.6,93.7
17/02/2018,22:00:01,3.5,95.2
17/02/2018,23:00:01,3.1,97.1
18/02/2018,00:00:01,2.1,99.7
18/02/2018,01:00:01,1.8,101.3
18/02/2018,02:00:01,2,102.8
18/02/2018,03:00:01,1.6,104.7
18/02/2018,04:00:01,1.4,104.6
18/02/2018,05:00:01,0.9,106.7
18/02/2018,06:00:01,0.6,104.9
18/02/2018,07:00:01,-0.4,105.5
18/02/2018,08:00:01,-0.1,104
18/02/2018,09:00:01,1.8,99.6
18/02/2018,10:00:01,4.1,89.2
18/02/2018,11:00:01,7.5,77.5
18/02/2018,12:00:01,10.8,60.5
18/02/2018,13:00:01,10.8,56.1
18/02/2018,14:00:01,14.7,47.2
18/02/2018,15:00:01,15.8,45.6
18/02/2018,16:00:01,13.4,49.2
18/02/2018,17:00:01,8.2,63.6
18/02/2018,18:00:01,4.6,82.8
18/02/2018,19:00:01,2.5,88.5
18/02/2018,20:00:01,1,92.4
18/02/2018,21:00:01,0.2,96.2
18/02/2018,22:00:01,0,97.1
18/02/2018,23:00:01,0.1,96.1
19/02/2018,00:00:01,0.2,96.1
19/02/2018,01:00:01,-0.2,97.7
19/02/2018,02:00:01,-0.3,97.5
19/02/2018,03:00:01,-0.4,98
19/02/2018,04:00:01,-0.1,96.5
19/02/2018,05:00:01,-0.3,97.1
19/02/2018,06:00:01,-0.5,100
19/02/2018,07:00:01,-0.7,100
19/02/2018,08:00:01,-0.5,99.3
19/02/2018,09:00:01,0.2,97.5
19/02/2018,10:00:01,1,95.2
19/02/2018,11:00:01,2.2,90.9
19/02/2018,12:00:01,4.3,81.7
19/02/2018,13:00:01,5,77.5
19/02/2018,14:00:01,6,73.4
19/02/2018,15:00:01,5,77.3
19/02/2018,16:00:01,4.2,81.3
19/02/2018,17:00:01,3.7,86.1
19/02/2018,18:00:01,2.8,92.2
19/02/2018,19:00:01,2.7,94.3
19/02/2018,20:00:01,2.1,99.5
19/02/2018,21:00:01,2.1,98.7
19/02/2018,22:00:01,2.1,99
19/02/2018,23:00:01,2.2,96.6
20/02/2018,00:00:01,2.2,98.1
20/02/2018,01:00:01,2.1,99.5
20/02/2018,02:00:01,2.3,98.5
20/02/2018,03:00:01,2.3,99.6
20/02/2018,04:00:01,1.9,99.2
20/02/2018,05:00:01,1.8,98.6
20/02/2018,06:00:01,1.7,95.2
20/02/2018,07:00:01,1.6,98.1
20/02/2018,08:00:01,2.1,94.6
20/02/2018,09:00:01,3.9,90
20/02/2018,10:00:01,4.7,86.4
20/02/2018,11:00:01,5.7,79.2
20/02/2018,12:00:01,12.6,53.1
20/02/2018,13:00:01,9.6,58.4
20/02/2018,14:00:01,9.3,62.4
20/02/2018,15:00:01,7.8,63.7
20/02/2018,16:00:01,6.7,70.7
20/02/2018,17:00:01,5.9,77.2
20/02/2018,18:00:01,5.3,80.3
20/02/2018,19:00:01,4.8,81.8
20/02/2018,20:00:01,4.3,82.2
20/02/2018,21:00:01,3,87.5
20/02/2018,22:00:01,2.2,89.4
20/02/2018,23:00:01,2.3,89
21/02/2018,00:00:01,1.9,90.6
21/02/2018,01:00:01,1.1,94.5
21/02/2018,02:00:01,0.6,96
21/02/2018,03:00:01,0.2,96.9
21/02/2018,04:00:01,-0.3,97.5
21/02/2018,05:00:01,-0.7,98.2
21/02/2018,06:00:01,-0.9,97.5
21/02/2018,07:00:01,-1.1,99.1
21/02/2018,08:00:01,-0.4,95.1
21/02/2018,09:00:01,1.2,90.3
21/02/2018,10:00:01,2.8,82.2
21/02/2018,11:00:01,6.6,67.8
21/02/2018,12:00:01,9.9,55.3
21/02/2018,13:00:01,12.7,47
21/02/2018,14:00:01,15.4,39.3
21/02/2018,15:00:01,19.2,35.4
21/02/2018,16:00:01,14.2,42.1
21/02/2018,17:00:01,9.3,56.3
21/02/2018,18:00:01,5,72.8
21/02/2018,19:00:01,3.8,77.5
21/02/2018,20:00:01,2.8,80.5
21/02/2018,21:00:01,2.2,82.5
21/02/2018,22:00:01,1.5,84.1
21/02/2018,23:00:01,1,83.3
22/02/2018,00:00:01,0.4,86.9
22/02/2018,01:00:01,0,87.7
22/02/2018,02:00:01,-0.4,88.8
22/02/2018,03:00:01,-0.9,90.5
22/02/2018,04:00:01,-1.2,92
22/02/2018,05:00:01,-1.6,92.5
22/02/2018,06:00:01,-1.9,91.5
22/02/2018,07:00:01,-1.9,91.5
22/02/2018,08:00:01,-1,88.3
22/02/2018,09:00:01,0.5,82.4
22/02/2018,10:00:01,1.9,73.5
22/02/2018,11:00:01,5.3,58.7
22/02/2018,12:00:01,9.7,40.3
22/02/2018,13:00:01,12.9,33
22/02/2018,14:00:01,16.4,28.8
22/02/2018,15:00:01,16.5,26.5
22/02/2018,16:00:01,16.9,27.8
22/02/2018,17:00:01,10.4,35.9
22/02/2018,18:00:01,5,51.5
22/02/2018,19:00:01,3.5,58.8
22/02/2018,20:00:01,2.5,64
22/02/2018,21:00:01,1.8,63.4
22/02/2018,22:00:01,1,66.4
22/02/2018,23:00:01,0.4,68.5
23/02/2018,00:00:01,-0.1,71.8
23/02/2018,01:00:01,-0.6,73.5
23/02/2018,02:00:01,-1,73
23/02/2018,03:00:01,-1.6,77.2
23/02/2018,04:00:01,-2.1,79.1
23/02/2018,05:00:01,-2.4,79.7
23/02/2018,06:00:01,-2.4,79.8
23/02/2018,07:00:01,-2.4,80.2
23/02/2018,08:00:01,-1.4,74.8
23/02/2018,09:00:01,-0.2,67.4
23/02/2018,10:00:01,1.1,63.1
23/02/2018,11:00:01,4.6,52.7
23/02/2018,12:00:01,9,39.5
23/02/2018,13:00:01,11,34.6
23/02/2018,14:00:01,14.2,30.2
23/02/2018,15:00:01,15.2,28.7
23/02/2018,16:00:01,15.1,29.3
23/02/2018,17:00:01,9.7,34.3
23/02/2018,18:00:01,4.3,46.8
23/02/2018,19:00:01,3,50
23/02/2018,20:00:01,2.1,51.2
23/02/2018,21:00:01,1.3,57.3
23/02/2018,22:00:01,0.5,60.8
23/02/2018,23:00:01,-0.2,64.5
24/02/2018,00:00:01,-0.4,66.7
24/02/2018,01:00:01,-0.8,66.2
24/02/2018,02:00:01,-0.9,67.5
24/02/2018,03:00:01,-1.4,70
24/02/2018,04:00:01,-1.7,71
24/02/2018,05:00:01,-2,73.7
24/02/2018,06:00:01,-2.1,74.4
24/02/2018,07:00:01,-2.3,75.5
24/02/2018,08:00:01,-1.2,72.5
24/02/2018,09:00:01,0.4,66.5
24/02/2018,10:00:01,1.7,57.9
24/02/2018,11:00:01,4.6,46.8
24/02/2018,12:00:01,9.5,31.5
24/02/2018,13:00:01,12.5,25.6
24/02/2018,14:00:01,14.2,21.4
24/02/2018,15:00:01,16.6,20
24/02/2018,16:00:01,16.9,21.2
24/02/2018,17:00:01,12.3,26.3
24/02/2018,18:00:01,6.3,37.1
24/02/2018,19:00:01,4.2,47.5
24/02/2018,20:00:01,3.1,53.2
24/02/2018,21:00:01,2.1,60.5
24/02/2018,22:00:01,1.2,60.6
24/02/2018,23:00:01,0.4,61.4
25/02/2018,00:00:01,-0.2,61.7
25/02/2018,01:00:01,-0.7,62.8
25/02/2018,02:00:01,-1,62.1
25/02/2018,03:00:01,-1.5,62
25/02/2018,04:00:01,-1.9,64
25/02/2018,05:00:01,-2.3,63.1
25/02/2018,06:00:01,-2.7,63.4
25/02/2018,07:00:01,-3,66.7
25/02/2018,08:00:01,-2,62
25/02/2018,09:00:01,-0.7,53.7
25/02/2018,10:00:01,0.5,46.5
25/02/2018,11:00:01,2.7,37.1
25/02/2018,12:00:01,6.9,26.6
25/02/2018,13:00:01,9.5,21.9
25/02/2018,14:00:01,11.5,22.1
25/02/2018,15:00:01,15.2,21.4
25/02/2018,16:00:01,14.3,20.4
25/02/2018,17:00:01,11.2,21.7
25/02/2018,18:00:01,3.6,30.8
25/02/2018,19:00:01,1.9,36.4
25/02/2018,20:00:01,0.7,37.7
25/02/2018,21:00:01,-0.2,43.4
25/02/2018,22:00:01,-0.7,40.8
25/02/2018,23:00:01,-1.6,45.9
26/02/2018,00:00:01,-1.2,47.6
26/02/2018,01:00:01,-1.4,49.7
26/02/2018,02:00:01,-2,48.6
26/02/2018,03:00:01,-3,49.2
26/02/2018,04:00:01,-3.6,54.3
26/02/2018,05:00:01,-3.8,57.9
26/02/2018,06:00:01,-4.5,63
26/02/2018,07:00:01,-4.8,64.2
26/02/2018,08:00:01,-3.3,60
26/02/2018,09:00:01,-2.8,54.7
26/02/2018,10:00:01,-1.4,47.8
26/02/2018,11:00:01,0.9,39.8
26/02/2018,12:00:01,4.7,30.8
26/02/2018,13:00:01,7.4,28.3
26/02/2018,14:00:01,5.2,30.5
26/02/2018,15:00:01,9.3,25.8
26/02/2018,16:00:01,8.3,29.3
26/02/2018,17:00:01,0.2,45.9
26/02/2018,18:00:01,-0.8,52.4
26/02/2018,19:00:01,-1.5,56.6
26/02/2018,20:00:01,-2.3,61.1
26/02/2018,21:00:01,-3.2,65.1
26/02/2018,22:00:01,-3.3,61.1
26/02/2018,23:00:01,-4.1,65.8
27/02/2018,00:00:01,-4.3,70.6
27/02/2018,01:00:01,-4.6,72.4
27/02/2018,02:00:01,-4.9,75.5
27/02/2018,03:00:01,-4.7,77.6
27/02/2018,04:00:01,-4.3,79.4
27/02/2018,05:00:01,-4.1,79.8
27/02/2018,06:00:01,-4.1,80.5
27/02/2018,07:00:01,-4.6,81
27/02/2018,08:00:01,-3.8,79.2
27/02/2018,09:00:01,-2.8,72.8
27/02/2018,10:00:01,-1.8,63.4
27/02/2018,11:00:01,0.3,56
27/02/2018,12:00:01,4.3,34.1
27/02/2018,13:00:01,7.3,25.3
27/02/2018,14:00:01,8.8,24.8
27/02/2018,15:00:01,11.7,22.2
27/02/2018,16:00:01,12.2,24.6
27/02/2018,17:00:01,8,27
27/02/2018,18:00:01,0.1,38.9
27/02/2018,19:00:01,-1.4,41.8
27/02/2018,20:00:01,-2.4,42.6
27/02/2018,21:00:01,-2.8,43.8
27/02/2018,22:00:01,-3.8,48.2
27/02/2018,23:00:01,-4.5,50.6
28/02/2018,00:00:01,-5.3,56.3
28/02/2018,01:00:01,-4.8,55
28/02/2018,02:00:01,-5.3,59.4
28/02/2018,03:00:01,-6,59
28/02/2018,04:00:01,-6.2,60.2
28/02/2018,05:00:01,-6.5,61.5
28/02/2018,06:00:01,-7,63.7
28/02/2018,07:00:01,-7,65.3
28/02/2018,08:00:01,-5.8,61.7
28/02/2018,09:00:01,-4.5,55.3
28/02/2018,10:00:01,-3.6,48.9
28/02/2018,11:00:01,-0.7,41.6
28/02/2018,12:00:01,1,34.8
28/02/2018,13:00:01,1.7,34.1
28/02/2018,14:00:01,5.6,30
28/02/2018,15:00:01,3.8,30.8
28/02/2018,16:00:01,3.3,31.3
28/02/2018,17:00:01,-0.2,39
28/02/2018,18:00:01,-2.1,42.4
28/02/2018,19:00:01,-2.4,45.1
28/02/2018,20:00:01,-2.4,45.4
28/02/2018,21:00:01,-2.7,46.4
28/02/2018,22:00:01,-2.8,47.9
28/02/2018,23:00:01,-2.9,49.2
01/03/2018,00:00:01,-3.3,57.5
01/03/2018,01:00:01,-4,70.3
01/03/2018,02:00:01,-4.1,71.3
01/03/2018,03:00:01,-4.5,80.2
01/03/2018,04:00:01,-4.7,87.9
01/03/2018,05:00:01,-4.8,87.6
01/03/2018,06:00:01,-4.8,88.3
01/03/2018,07:00:01,-4.6,90.3
01/03/2018,08:00:01,-3.8,81
01/03/2018,09:00:01,-2.6,71.6
01/03/2018,10:00:01,-2.4,75.9
01/03/2018,11:00:01,-1.9,70.8
01/03/2018,12:00:01,-0.1,63.9
01/03/2018,13:00:01,0.7,62.6
01/03/2018,14:00:01,1.4,62.6
01/03/2018,15:00:01,1.9,57.5
01/03/2018,16:00:01,2.5,52.7
01/03/2018,17:00:01,1.1,56.3
01/03/2018,18:00:01,0.4,57.5
01/03/2018,19:00:01,0.4,57
01/03/2018,20:00:01,0.4,57.2
01/03/2018,21:00:01,0.5,56.3
01/03/2018,22:00:01,0.4,56
01/03/2018,23:00:01,0.3,57.5
02/03/2018,00:00:01,0.6,57.9
02/03/2018,01:00:01,1.1,57.2
02/03/2018,02:00:01,1.1,58.5
02/03/2018,03:00:01,1,57.8
02/03/2018,04:00:01,1,56.9
02/03/2018,05:00:01,0.9,58.2
02/03/2018,06:00:01,0.8,62.3
02/03/2018,07:00:01,-0.5,83.6
02/03/2018,08:00:01,-0.9,94.6
02/03/2018,09:00:01,-0.6,100.1
02/03/2018,10:00:01,-0.4,97.9
02/03/2018,11:00:01,0.1,95.5
02/03/2018,12:00:01,0.4,99.6
02/03/2018,13:00:01,1.3,100.1
02/03/2018,14:00:01,2.9,96.3
02/03/2018,15:00:01,4.4,94.7
02/03/2018,16:00:01,5.6,94.2
02/03/2018,17:00:01,4.1,95.7
02/03/2018,18:00:01,2.4,101.3
02/03/2018,19:00:01,1.5,102.3
02/03/2018,20:00:01,1.4,103.7
02/03/2018,21:00:01,1.3,105.2
02/03/2018,22:00:01,1.4,103.1
02/03/2018,23:00:01,0.8,104.2
03/03/2018,00:00:01,0.8,102.9
03/03/2018,01:00:01,0.2,104
03/03/2018,02:00:01,-0.2,103.8
03/03/2018,03:00:01,-0.6,104.7
03/03/2018,04:00:01,-0.6,104.7
03/03/2018,05:00:01,-1.4,104.3
03/03/2018,06:00:01,-1.9,105
03/03/2018,07:00:01,-1.7,103.8
03/03/2018,08:00:01,-0.4,100.9
03/03/2018,09:00:01,0.3,99.6
03/03/2018,10:00:01,1.7,96.1
03/03/2018,11:00:01,4.7,87.5
03/03/2018,12:00:01,6,83.7
03/03/2018,13:00:01,5.2,84.9
03/03/2018,14:00:01,4.5,89.8
03/03/2018,15:00:01,3.6,96.2
03/03/2018,16:00:01,3.6,98.2
03/03/2018,17:00:01,5.1,93.3
03/03/2018,18:00:01,2.5,102
03/03/2018,19:00:01,2.1,102.9
03/03/2018,20:00:01,1.8,104.2
03/03/2018,21:00:01,2.5,103.4
03/03/2018,22:00:01,3.5,104.1
03/03/2018,23:00:01,4.3,99.6
04/03/2018,00:00:01,3.8,101.1
04/03/2018,01:00:01,4.3,100.3
04/03/2018,02:00:01,3.3,104.2
04/03/2018,03:00:01,3,104
04/03/2018,04:00:01,2.3,104.4
04/03/2018,05:00:01,2.1,105.5
04/03/2018,06:00:01,2.1,104.7
04/03/2018,07:00:01,2.6,102.8
04/03/2018,08:00:01,3.4,98.6
04/03/2018,09:00:01,5.3,94.7
04/03/2018,10:00:01,6.6,91.1
04/03/2018,11:00:01,6.5,92.4
04/03/2018,12:00:01,7.6,88.1
04/03/2018,13:00:01,7.8,89
04/03/2018,14:00:01,8.1,91.1
04/03/2018,15:00:01,8,95.2
04/03/2018,16:00:01,7.7,96.7
04/03/2018,17:00:01,7.4,97.7
04/03/2018,18:00:01,6.8,95.2
04/03/2018,19:00:01,6.5,96.7
04/03/2018,20:00:01,6.2,97.6
04/03/2018,21:00:01,6,98.2
04/03/2018,22:00:01,5.1,100.7
04/03/2018,23:00:01,5.1,100
05/03/2018,00:00:01,5.5,98.3
05/03/2018,01:00:01,5.1,98.8
05/03/2018,02:00:01,3.7,103.7
05/03/2018,03:00:01,4,103.8
05/03/2018,04:00:01,4.2,103.5
05/03/2018,05:00:01,3.6,104.3
05/03/2018,06:00:01,3,106.4
05/03/2018,07:00:01,3.1,105.3
05/03/2018,08:00:01,3.2,103.2
05/03/2018,09:00:01,5.7,95.2
05/03/2018,10:00:01,8.1,89.3
05/03/2018,11:00:01,10,80.9
05/03/2018,12:00:01,13,64.9
05/03/2018,13:00:01,12.7,62
05/03/2018,14:00:01,18.1,48.9
05/03/2018,15:00:01,14.5,60.3
05/03/2018,16:00:01,12.4,66.8
05/03/2018,17:00:01,11.4,70.8
05/03/2018,18:00:01,9.7,80.1
05/03/2018,19:00:01,9,82.4
05/03/2018,20:00:01,8,85.6
05/03/2018,21:00:01,6.8,88.6
05/03/2018,22:00:01,6.7,89.3
05/03/2018,23:00:01,6.4,90
06/03/2018,00:00:01,6.7,90.2
06/03/2018,01:00:01,6.2,91.9
06/03/2018,02:00:01,6.6,90.9
06/03/2018,03:00:01,6.2,91.9
06/03/2018,04:00:01,4.6,96.6
06/03/2018,05:00:01,4.6,98
06/03/2018,06:00:01,4.8,99.7
06/03/2018,07:00:01,5.3,99
06/03/2018,08:00:01,6.2,98
06/03/2018,09:00:01,7,93.7
06/03/2018,10:00:01,9.8,82.5
06/03/2018,11:00:01,10,74.9
06/03/2018,12:00:01,11.5,66.2
06/03/2018,13:00:01,13.1,61.8
06/03/2018,14:00:01,16.1,51.5
06/03/2018,15:00:01,13.7,49.3
06/03/2018,16:00:01,11.4,56.1
06/03/2018,17:00:01,15.4,51.5
06/03/2018,18:00:01,10,66.8
06/03/2018,19:00:01,8.8,74
06/03/2018,20:00:01,7.5,79.5
06/03/2018,21:00:01,6.8,83.9
06/03/2018,22:00:01,6.3,86.7
06/03/2018,23:00:01,6.2,88.8
07/03/2018,00:00:01,5.6,91.2
07/03/2018,01:00:01,6.2,89.7
07/03/2018,02:00:01,6.3,88.8
07/03/2018,03:00:01,6.3,90.9
07/03/2018,04:00:01,6,92.9
07/03/2018,05:00:01,5.8,99.5
07/03/2018,06:00:01,5.3,101.9
07/03/2018,07:00:01,5.5,100.9
07/03/2018,08:00:01,5.1,104.3
07/03/2018,09:00:01,4.2,107.3
07/03/2018,10:00:01,4.5,105.2
07/03/2018,11:00:01,6.5,90.9
07/03/2018,12:00:01,5.2,106.7
07/03/2018,13:00:01,5.1,107.8
07/03/2018,14:00:01,8,107.9
07/03/2018,15:00:01,6.8,91.9
07/03/2018,16:00:01,8.3,109.3
07/03/2018,17:00:01,8.3,93.7
07/03/2018,18:00:01,5.7,94.7
07/03/2018,19:00:01,5.5,95.7
07/03/2018,20:00:01,5.5,96.9
07/03/2018,21:00:01,5.3,95.3
07/03/2018,22:00:01,4.6,97.7
07/03/2018,23:00:01,4.3,97.6
08/03/2018,00:00:01,4.2,96.5
08/03/2018,01:00:01,4.3,94.7
08/03/2018,02:00:01,4.4,95.7
08/03/2018,03:00:01,4.2,96.5
08/03/2018,04:00:01,4.1,97.2
08/03/2018,05:00:01,3.7,100
08/03/2018,06:00:01,4.1,98.7
08/03/2018,07:00:01,4.6,98.3
08/03/2018,08:00:01,5.1,97.6
08/03/2018,09:00:01,6.6,94.1
08/03/2018,10:00:01,8.3,87.1
08/03/2018,11:00:01,8.7,84
08/03/2018,12:00:01,10,76.1
08/03/2018,13:00:01,10.4,88.9
08/03/2018,14:00:01,7.9,98.5
08/03/2018,15:00:01,7.3,106.2
08/03/2018,16:00:01,5.8,107.4
08/03/2018,17:00:01,5.8,107.9
08/03/2018,18:00:01,5.3,108.2
08/03/2018,19:00:01,5.3,108.8
08/03/2018,20:00:01,5.3,108.8
08/03/2018,21:00:01,5,109.5
08/03/2018,22:00:01,5,109.3
08/03/2018,23:00:01,5,109.6
09/03/2018,00:00:01,5.2,109.7
09/03/2018,01:00:01,5.1,109.3
09/03/2018,02:00:01,5.1,108.9
09/03/2018,03:00:01,5,105
09/03/2018,04:00:01,4.8,103.8
09/03/2018,05:00:01,4.8,103.7
09/03/2018,06:00:01,4.7,103.2
09/03/2018,07:00:01,5,104.7
09/03/2018,08:00:01,5.5,103.4
09/03/2018,09:00:01,6.2,102.9
09/03/2018,10:00:01,6.8,102.9
09/03/2018,11:00:01,7.6,102.8
09/03/2018,12:00:01,9.2,96.5
09/03/2018,13:00:01,10.2,90.9
09/03/2018,14:00:01,10.5,94.1
09/03/2018,15:00:01,10.7,93.2
09/03/2018,16:00:01,11,93.2
09/03/2018,17:00:01,10.9,94.5
09/03/2018,18:00:01,11,94.6
09/03/2018,19:00:01,10.7,95.7
09/03/2018,20:00:01,10.9,93.2
09/03/2018,21:00:01,10.9,93.2
09/03/2018,22:00:01,11.1,90.2
09/03/2018,23:00:01,11.2,89.8
10/03/2018,00:00:01,11.7,87.2
10/03/2018,01:00:01,12,84.8
10/03/2018,02:00:01,11.8,84.8
10/03/2018,03:00:01,11.7,85.7
10/03/2018,04:00:01,11.2,86.4
10/03/2018,05:00:01,11,86.9
10/03/2018,06:00:01,11,85.7
10/03/2018,07:00:01,10.9,88.8
10/03/2018,08:00:01,10.8,95
10/03/2018,09:00:01,11,98.1
10/03/2018,10:00:01,11.3,98.2
10/03/2018,11:00:01,11.7,97.1
10/03/2018,12:00:01,12.3,95.5
10/03/2018,13:00:01,14.5,88.9
10/03/2018,14:00:01,13.5,91.1
10/03/2018,15:00:01,20.2,69.7
10/03/2018,16:00:01,15.9,81.2
10/03/2018,17:00:01,16.6,80.3
10/03/2018,18:00:01,14.5,88.9
10/03/2018,19:00:01,13.9,90.5
10/03/2018,20:00:01,13.1,93.7
10/03/2018,21:00:01,12.4,94.3
10/03/2018,22:00:01,12.3,92.7
10/03/2018,23:00:01,12.7,89.6
11/03/2018,00:00:01,12,96.5
11/03/2018,01:00:01,11.9,97.5
11/03/2018,02:00:01,11.6,100.3
11/03/2018,03:00:01,11.4,99.5
11/03/2018,04:00:01,11.6,97.9
11/03/2018,05:00:01,10.9,102.5
11/03/2018,06:00:01,10.9,99.2
11/03/2018,07:00:01,10.7,99.5
11/03/2018,08:00:01,11.2,99.2
11/03/2018,09:00:01,11.3,96.6
11/03/2018,10:00:01,12.5,94.7
11/03/2018,11:00:01,13.6,89.2
11/03/2018,12:00:01,18.2,69.3
11/03/2018,13:00:01,22.1,56.4
11/03/2018,14:00:01,21.1,57.6
11/03/2018,15:00:01,23.5,50.6
11/03/2018,16:00:01,23.7,51.4
11/03/2018,17:00:01,16.9,70.8
11/03/2018,18:00:01,14,71.1
11/03/2018,19:00:01,13,81.6
11/03/2018,20:00:01,12.2,85.3
11/03/2018,21:00:01,11.9,85.6
11/03/2018,22:00:01,11.4,89.2
11/03/2018,23:00:01,11.2,89.2
12/03/2018,00:00:01,10.5,92.8
12/03/2018,01:00:01,10.1,93.2
12/03/2018,02:00:01,9.5,95.3
12/03/2018,03:00:01,8.9,97.1
12/03/2018,04:00:01,9.7,91.8
12/03/2018,05:00:01,8.8,94.8
12/03/2018,06:00:01,8.9,92
12/03/2018,07:00:01,9.6,87.6
12/03/2018,08:00:01,9.9,88.5
12/03/2018,09:00:01,9.4,105.4
12/03/2018,10:00:01,9.9,104.8
12/03/2018,11:00:01,11,89.8
12/03/2018,12:00:01,12.1,81.3
12/03/2018,13:00:01,11.1,89.6
12/03/2018,14:00:01,15.3,67.5
12/03/2018,15:00:01,13.9,67.2
12/03/2018,16:00:01,14.3,62.8
12/03/2018,17:00:01,9.7,104.9
12/03/2018,18:00:01,9.9,88
12/03/2018,19:00:01,10,84.8
12/03/2018,20:00:01,9.9,85.2
12/03/2018,21:00:01,9.7,84.8
12/03/2018,22:00:01,9.3,86.1
12/03/2018,23:00:01,9.2,87.5
13/03/2018,00:00:01,9.1,86.3
13/03/2018,01:00:01,9,86.5
13/03/2018,02:00:01,8.3,92
13/03/2018,03:00:01,7.7,100.4
13/03/2018,04:00:01,8,97.2
13/03/2018,05:00:01,8,95.1
13/03/2018,06:00:01,7.1,104
13/03/2018,07:00:01,6.9,106.7
13/03/2018,08:00:01,6.7,107.3
13/03/2018,09:00:01,6,108
13/03/2018,10:00:01,6.6,107.6
13/03/2018,11:00:01,6.3,107.1
13/03/2018,12:00:01,7,95.7
13/03/2018,13:00:01,7.8,91.8
13/03/2018,14:00:01,8.2,88.4
13/03/2018,15:00:01,8.1,89.3
13/03/2018,16:00:01,8.5,86.4
13/03/2018,17:00:01,8.6,81.7
13/03/2018,18:00:01,8.2,83.2
13/03/2018,19:00:01,7.6,86.4
13/03/2018,20:00:01,6.7,91.5
13/03/2018,21:00:01,5.8,95.5
13/03/2018,22:00:01,6.3,92.2
13/03/2018,23:00:01,6.1,93.9
14/03/2018,00:00:01,6.4,93.4
14/03/2018,01:00:01,6.6,95
14/03/2018,02:00:01,6.7,93.8
14/03/2018,03:00:01,6.7,94.2
14/03/2018,04:00:01,6.3,95.6
14/03/2018,05:00:01,5.6,100.1
14/03/2018,06:00:01,5.7,100.2
14/03/2018,07:00:01,6,101.1
14/03/2018,08:00:01,7.2,97.7
14/03/2018,09:00:01,8.4,91.8
14/03/2018,10:00:01,10.4,83.1
14/03/2018,11:00:01,11.4,76.3
14/03/2018,12:00:01,13.9,64.8
14/03/2018,13:00:01,14.4,57
14/03/2018,14:00:01,14.7,54.6
14/03/2018,15:00:01,18.5,43.2
14/03/2018,16:00:01,18.4,45.1
14/03/2018,17:00:01,16.4,49.2
14/03/2018,18:00:01,12,63.7
14/03/2018,19:00:01,10.5,68.7
14/03/2018,20:00:01,8.9,76.1
14/03/2018,21:00:01,8.6,76.1
14/03/2018,22:00:01,8.5,76.9
14/03/2018,23:00:01,8.3,76.1
15/03/2018,00:00:01,7.9,77.9
15/03/2018,01:00:01,7.5,78.8
15/03/2018,02:00:01,7.3,80.1
15/03/2018,03:00:01,8,77.5
15/03/2018,04:00:01,8,78.4
15/03/2018,05:00:01,8,79.5
15/03/2018,06:00:01,8.3,77.9
15/03/2018,07:00:01,9,75.5
15/03/2018,08:00:01,7.8,86.3
15/03/2018,09:00:01,7.6,95
15/03/2018,10:00:01,7.5,101.9
15/03/2018,11:00:01,7.7,106.1
15/03/2018,12:00:01,8.5,106.6
15/03/2018,13:00:01,9,106.8
15/03/2018,14:00:01,8.9,106.9
15/03/2018,15:00:01,9.2,107.6
15/03/2018,16:00:01,9,107.1
15/03/2018,17:00:01,14,105.8
15/03/2018,18:00:01,9,106
15/03/2018,19:00:01,8.6,107.1
15/03/2018,20:00:01,8.2,101.3
15/03/2018,21:00:01,8,100.3
15/03/2018,22:00:01,8.1,101.1
15/03/2018,23:00:01,8,100.9
16/03/2018,00:00:01,8.2,99
16/03/2018,01:00:01,8,101.8
16/03/2018,02:00:01,8.1,104.2
16/03/2018,03:00:01,8,106.8
16/03/2018,04:00:01,8,107.8
16/03/2018,05:00:01,7.8,104
16/03/2018,06:00:01,7.8,99
16/03/2018,07:00:01,8.1,97.9
16/03/2018,08:00:01,9,92.8
16/03/2018,09:00:01,10.3,87.1
16/03/2018,10:00:01,10.2,85.7
16/03/2018,11:00:01,10.7,74.8
16/03/2018,12:00:01,12.6,69.1
16/03/2018,13:00:01,13.1,67.7
16/03/2018,14:00:01,13.9,64
16/03/2018,15:00:01,25.7,40.2
16/03/2018,16:00:01,22.2,39.3
16/03/2018,17:00:01,14.2,59.7
16/03/2018,18:00:01,12.5,66.8
16/03/2018,19:00:01,11.7,73.1
16/03/2018,20:00:01,11.4,75.6
16/03/2018,21:00:01,10.9,77.7
16/03/2018,22:00:01,10.9,82
16/03/2018,23:00:01,10.1,85.1
17/03/2018,00:00:01,10.1,87.2
17/03/2018,01:00:01,9.7,88.3
17/03/2018,02:00:01,9.3,89.7
17/03/2018,03:00:01,8.1,97.9
17/03/2018,04:00:01,7.8,104.8
17/03/2018,05:00:01,7.1,107.1
17/03/2018,06:00:01,6.7,107.2
17/03/2018,07:00:01,6.5,107.6
17/03/2018,08:00:01,6.6,107.9
17/03/2018,09:00:01,5.8,108.3
17/03/2018,10:00:01,5.7,108.5
17/03/2018,11:00:01,5.8,108.3
17/03/2018,12:00:01,5.8,109.2
